Time,area_km2,elevation_m,changed_storage_mcm
2012-01-31,5.41,208.1,74.33
2012-02-29,5.41,208.1,74.33
2012-03-31,5.36,207.9,73.34
2012-04-30,5.32,207.7,72.31
2012-05-31,5.28,207.5,71.42
2012-06-30,6.16,210.8,89.8
2012-07-31,7.04,213.4,107.27
2012-08-31,7.92,215.8,124.84
2012-09-30,5.58,208.7,77.86
2012-10-31,13.77,229.6,274.28
2012-11-30,13.77,229.6,274.57
2012-12-31,14.83,232.0,309.03
2013-01-31,15.88,234.3,344.46
2013-02-28,14.65,231.6,303.1
2013-03-31,13.41,228.7,263.11
2013-04-30,6.04,210.4,87.41
2013-05-31,8.46,217.1,135.6
2013-06-30,10.89,222.9,191.68
2013-07-31,13.44,228.8,264.0
2013-08-31,16.0,234.6,348.54
2013-09-30,13.44,228.8,264.02
2013-10-31,15.87,234.3,344.07
2013-11-30,14.55,231.4,299.84
2013-12-31,19.05,243.7,509.67
2014-01-31,18.5,241.7,471.62
2014-02-28,8.94,218.2,145.39
2014-03-31,7.04,213.4,107.28
2014-04-30,5.14,206.9,68.3
2014-05-31,8.44,217.0,135.16
2014-06-30,12.78,227.3,243.81
2014-07-31,11.59,224.5,209.86
2014-08-31,5.36,207.9,73.34
2014-09-30,6.37,211.4,94.11
2014-10-31,17.34,238.0,405.97
2014-11-30,15.89,234.3,344.93
2014-12-31,16.32,235.3,360.48
2015-01-31,17.93,239.7,436.32
2015-02-28,18.23,240.7,454.57
2015-03-31,19.46,245.5,544.78
2015-04-30,15.9,234.4,345.26
2015-05-31,15.01,232.4,315.45
2015-06-30,12.87,227.5,246.73
2015-07-31,10.74,222.5,187.99
2015-08-31,11.35,224.0,203.73
2015-09-30,14.45,231.2,296.7
2015-10-31,13.05,227.9,252.19
2015-11-30,13.78,229.6,274.69
2015-12-31,14.51,231.3,298.57
2016-01-31,14.6,231.5,301.63
2016-02-29,16.96,236.9,387.07
2016-03-31,17.14,237.4,396.03
2016-04-30,18.94,243.3,502.12
2016-05-31,15.73,234.0,339.02
2016-06-30,12.09,225.6,223.4
2016-07-31,11.46,224.2,206.66
2016-08-31,13.24,228.4,257.93
2016-09-30,15.02,232.4,315.63
2016-10-31,14.88,232.1,310.92
2016-11-30,15.35,233.2,327.14
2016-12-31,6.86,212.9,103.83
2017-01-31,7.95,215.8,125.47
2017-02-28,17.4,238.2,408.74
2017-03-31,9.31,219.0,153.1
2017-04-30,16.41,235.5,363.77
2017-05-31,16.61,236.0,371.87
2017-06-30,9.39,219.3,155.12
2017-07-31,18.07,240.2,444.08
2017-08-31,16.72,236.3,376.34
2017-09-30,17.02,237.1,389.67
2017-10-31,14.5,231.3,298.36
2017-11-30,11.99,225.4,220.47
2017-12-31,8.98,218.3,146.26
2018-01-31,6.05,210.4,87.59
2018-02-28,17.41,238.2,409.62
2018-03-31,18.99,243.5,505.75
2018-04-30,13.95,230.0,280.1
2018-05-31,13.69,229.4,271.98
2018-06-30,9.01,218.4,146.81
2018-07-31,9.66,219.9,161.67
2018-08-31,17.36,238.1,407.11
2018-09-30,18.11,240.3,446.62
2018-10-31,12.71,227.1,241.65
2018-11-30,16.58,235.9,370.52
2018-12-31,17.94,239.7,436.7
2019-01-31,3.25,198.4,32.32
2019-02-28,19.78,246.6,566.14
2019-03-31,19.59,246.1,555.73
2019-04-30,17.21,237.6,399.47
2019-05-31,10.73,222.5,187.89
2019-06-30,5.56,208.6,77.3
2019-07-31,9.21,218.8,150.86
2019-08-31,12.86,227.5,246.2
2019-09-30,17.2,237.6,398.87
2019-10-31,14.56,231.4,300.12
2019-11-30,15.28,233.0,324.71
2019-12-31,15.62,233.7,335.54
2020-01-31,9.12,218.6,149.01
2020-02-29,16.78,236.4,379.16
2020-03-31,17.27,237.8,402.58
2020-04-30,14.67,231.6,303.7
2020-05-31,15.52,233.5,332.49
2020-06-30,10.84,222.8,190.57
2020-07-31,10.47,221.9,181.57
2020-08-31,12.32,226.2,230.15
2020-09-30,11.64,224.6,211.2
2020-10-31,12.98,227.8,250.1
2020-11-30,18.82,242.9,493.9
2020-12-31,18.58,241.9,476.63
2021-01-31,17.53,238.5,415.38
2021-02-28,17.11,237.3,394.61
2021-03-31,12.57,226.8,237.43
2021-04-30,13.28,228.5,259.21
2021-05-31,14.07,230.3,284.19
2021-06-30,12.71,227.1,241.76
2021-07-31,12.07,225.6,222.92
2021-08-31,8.8,217.9,142.42
2021-09-30,10.54,222.1,183.33
2021-10-31,18.3,241.0,458.8
2021-11-30,18.29,240.9,457.95
2021-12-31,19.2,244.3,521.42
2022-01-31,14.71,231.7,305.23
2022-02-28,17.48,238.4,412.9
2022-03-31,12.57,226.8,237.45
2022-04-30,15.37,233.2,327.68
2022-05-31,11.44,224.2,206.17
2022-06-30,15.15,232.8,320.28
2022-07-31,11.53,224.4,208.35
2022-08-31,14.59,231.5,301.22
2022-09-30,17.15,237.5,396.45
2022-10-31,16.29,235.2,359.11
2022-11-30,18.49,241.6,470.98
2022-12-31,19.46,245.5,544.84
2023-01-31,18.48,241.6,470.4
2023-02-28,16.64,236.1,373.02
2023-03-31,14.64,231.6,302.95
2023-04-30,12.99,227.8,250.28
2023-05-31,10.76,222.6,188.64
2023-06-30,9.51,219.5,157.88
2023-07-31,11.04,223.2,195.55
2023-08-31,11.68,224.7,212.18
2023-09-30,7.89,215.7,124.22
2023-10-31,18.69,242.3,483.93
2023-11-30,18.27,240.9,457.17
2023-12-31,19.39,245.2,538.13
2024-01-31,8.57,217.3,137.86
2024-02-29,18.26,240.8,456.17
2024-03-31,6.38,211.5,94.49
2024-04-30,13.15,228.1,255.16
2024-05-31,12.15,225.8,225.31
2024-06-30,7.05,213.4,107.47
2024-07-31,11.53,224.4,208.52
2024-08-31,14.93,232.2,312.54
2024-09-30,19.59,246.1,555.44
2024-10-31,19.96,247.1,576.35
2024-11-30,18.88,243.1,497.72
2024-12-31,19.36,245.0,535.73
2025-01-31,19.69,246.3,560.91
2025-02-28,5.94,210.0,85.41
2025-03-31,14.67,231.6,303.7
2025-04-30,15.31,233.1,325.58
2025-05-31,14.7,231.7,304.91
