Time,area_km2,elevation_m,changed_storage_mcm
2012-01-31,9.12,1300.8,179.89
2012-02-29,9.2,1301.1,182.85
2012-03-31,9.36,1301.6,187.76
2012-04-30,8.8,1299.6,169.08
2012-05-31,8.41,1298.0,155.01
2012-06-30,8.52,1298.4,159.1
2012-07-31,8.63,1298.9,163.32
2012-08-31,8.74,1299.4,167.12
2012-09-30,8.86,1299.8,170.84
2012-10-31,8.97,1300.2,174.67
2012-11-30,9.24,1301.2,184.07
2012-12-31,8.5,1298.3,158.26
2013-01-31,9.36,1301.6,187.66
2013-02-28,8.75,1299.4,167.21
2013-03-31,8.33,1297.7,152.85
2013-04-30,9.52,1302.2,193.11
2013-05-31,9.93,1303.8,208.8
2013-06-30,6.99,1293.0,116.45
2013-07-31,6.96,1292.8,115.54
2013-08-31,6.92,1292.7,114.64
2013-09-30,8.05,1296.7,144.45
2013-10-31,9.18,1301.0,182.21
2013-11-30,9.97,1304.0,210.89
2013-12-31,10.0,1304.1,211.99
2014-01-31,9.96,1304.0,210.28
2014-02-28,10.03,1304.3,213.4
2014-03-31,9.45,1302.0,190.63
2014-04-30,9.91,1303.8,208.21
2014-05-31,7.75,1295.5,135.16
2014-06-30,9.06,1300.6,178.05
2014-07-31,9.21,1301.1,182.91
2014-08-31,9.35,1301.6,187.37
2014-09-30,9.49,1302.1,191.92
2014-10-31,9.63,1302.6,196.92
2014-11-30,9.31,1301.5,186.2
2014-12-31,9.49,1302.1,191.83
2015-01-31,8.82,1299.7,169.8
2015-02-28,10.05,1304.4,214.36
2015-03-31,9.95,1303.9,209.93
2015-04-30,9.12,1300.8,180.02
2015-05-31,8.89,1299.9,171.92
2015-06-30,7.8,1295.7,136.68
2015-07-31,9.1,1300.7,179.25
2015-08-31,7.75,1295.5,135.27
2015-09-30,6.4,1290.9,102.45
2015-10-31,8.96,1300.2,174.53
2015-11-30,9.45,1301.9,190.58
2015-12-31,9.21,1301.1,182.92
2016-01-31,9.13,1300.8,180.39
2016-02-29,9.91,1303.8,208.31
2016-03-31,9.23,1301.2,183.72
2016-04-30,7.85,1295.9,138.09
2016-05-31,9.4,1301.8,188.93
2016-06-30,8.99,1300.3,175.29
2016-07-31,8.07,1296.7,145.01
2016-08-31,7.15,1293.5,120.22
2016-09-30,6.23,1290.2,98.53
2016-10-31,6.26,1290.4,99.22
2016-11-30,9.77,1303.2,202.34
2016-12-31,9.2,1301.1,182.84
2017-01-31,9.23,1301.2,183.64
2017-02-28,8.82,1299.7,169.71
2017-03-31,7.98,1296.4,142.17
2017-04-30,9.28,1301.4,185.17
2017-05-31,9.32,1301.5,186.45
2017-06-30,9.7,1302.9,199.48
2017-07-31,9.62,1302.6,196.7
2017-08-31,9.54,1302.3,193.91
2017-09-30,9.47,1302.0,191.13
2017-10-31,9.39,1301.7,188.65
2017-11-30,9.56,1302.4,194.48
2017-12-31,9.67,1302.7,198.22
2018-01-31,9.4,1301.8,189.18
2018-02-28,9.66,1302.7,197.94
2018-03-31,9.12,1300.8,180.13
2018-04-30,8.12,1296.9,146.68
2018-05-31,7.36,1294.2,125.32
2018-06-30,8.95,1300.1,173.92
2018-07-31,8.14,1297.0,147.34
2018-08-31,8.7,1299.2,165.76
2018-09-30,9.27,1301.3,184.81
2018-10-31,9.45,1301.9,190.58
2018-11-30,9.55,1302.3,193.94
2018-12-31,9.62,1302.6,196.73
2019-01-31,9.97,1304.0,210.67
2019-02-28,9.5,1302.1,192.26
2019-03-31,9.77,1303.2,202.2
2019-04-30,9.72,1302.9,200.01
2019-05-31,9.96,1304.0,210.42
2019-06-30,9.95,1303.9,209.87
2019-07-31,7.96,1296.3,141.62
2019-08-31,10.01,1304.2,212.61
2019-09-30,9.76,1303.1,201.84
2019-10-31,9.75,1303.1,201.3
2019-11-30,9.69,1302.8,199.2
2019-12-31,9.68,1302.8,198.56
2020-01-31,9.7,1302.9,199.28
2020-02-29,9.81,1303.3,203.72
2020-03-31,9.92,1303.8,208.62
2020-04-30,9.52,1302.2,192.99
2020-05-31,9.33,1301.5,186.71
2020-06-30,8.06,1296.7,144.72
2020-07-31,7.38,1294.3,125.8
2020-08-31,7.96,1296.3,141.65
2020-09-30,7.83,1295.8,137.43
2020-10-31,9.88,1303.6,206.82
2020-11-30,9.71,1302.9,199.85
2020-12-31,9.66,1302.7,198.13
2021-01-31,9.55,1302.3,194.14
2021-02-28,9.76,1303.1,201.71
2021-03-31,9.65,1302.7,197.76
2021-04-30,9.41,1301.8,189.4
2021-05-31,8.04,1296.6,144.1
2021-06-30,7.03,1293.1,117.43
2021-07-31,9.22,1301.2,183.24
2021-08-31,9.8,1303.3,203.57
2021-09-30,10.11,1304.6,216.85
2021-10-31,9.7,1302.9,199.3
2021-11-30,9.57,1302.4,194.85
2021-12-31,9.69,1302.8,199.05
2022-01-31,9.76,1303.1,201.54
2022-02-28,9.71,1302.9,199.71
2022-03-31,9.56,1302.3,194.29
2022-04-30,9.58,1302.4,195.2
2022-05-31,9.75,1303.1,201.36
2022-06-30,9.98,1304.0,210.92
2022-07-31,10.2,1305.1,221.2
2022-08-31,8.64,1299.0,163.65
2022-09-30,9.56,1302.3,194.33
2022-10-31,9.81,1303.3,203.64
2022-11-30,9.84,1303.4,205.03
2022-12-31,9.55,1302.3,194.17
2023-01-31,9.8,1303.3,203.23
2023-02-28,9.93,1303.8,209.0
2023-03-31,10.01,1304.2,212.37
2023-04-30,9.73,1303.0,200.36
2023-05-31,9.76,1303.1,201.78
2023-06-30,9.52,1302.2,193.03
2023-07-31,7.9,1296.0,139.5
2023-08-31,9.05,1300.6,177.73
2023-09-30,10.21,1305.1,222.04
2023-10-31,9.59,1302.5,195.42
2023-11-30,9.62,1302.6,196.68
2023-12-31,9.58,1302.4,195.22
2024-01-31,9.43,1301.9,189.99
2024-02-29,9.54,1302.3,193.66
2024-03-31,9.37,1301.7,188.19
2024-04-30,9.42,1301.9,189.82
2024-05-31,6.73,1292.0,110.2
2024-06-30,6.6,1291.6,107.05
2024-07-31,6.66,1291.8,108.43
2024-08-31,9.57,1302.4,194.76
2024-09-30,7.63,1295.1,131.86
2024-10-31,9.25,1301.3,184.37
2024-11-30,9.9,1303.7,207.48
2024-12-31,9.41,1301.8,189.46
2025-01-31,9.68,1302.8,198.65
2025-02-28,9.69,1302.8,198.94
2025-03-31,9.49,1302.1,192.03
2025-04-30,9.95,1303.9,209.63
