Time,area_km2,elevation_m,changed_storage_mcm
1990-01-31,174.3,51.5,1699.79
1990-02-28,174.3,51.5,1699.79
1990-03-31,178.8,52.4,1793.17
1990-04-30,183.31,53.3,1890.59
1990-05-31,187.81,53.9,1956.42
1990-06-30,150.43,47.4,1287.78
1990-07-31,164.95,49.8,1516.72
1990-08-31,179.47,52.6,1811.74
1990-09-30,174.08,51.5,1696.01
1990-10-31,192.42,54.8,2067.16
1990-11-30,183.15,53.2,1888.23
1990-12-31,173.88,51.5,1692.59
1991-01-31,164.97,49.8,1517.0
1991-02-28,156.07,48.3,1371.81
1991-03-31,147.16,46.8,1239.18
1991-04-30,138.26,45.2,1097.33
1991-05-31,136.27,44.8,1065.86
1991-06-30,146.53,46.7,1227.6
1991-07-31,160.63,49.1,1453.26
1991-08-31,174.73,51.6,1707.23
1991-09-30,188.83,54.0,1971.25
1991-10-31,192.64,54.9,2073.22
1991-11-30,196.45,55.6,2164.91
1991-12-31,189.87,54.2,1997.98
1992-01-31,172.94,51.3,1676.62
1992-02-29,105.06,39.0,635.04
1992-03-31,161.89,49.3,1471.73
1992-04-30,158.72,48.8,1420.84
1992-05-31,155.55,48.2,1362.24
1992-06-30,160.46,49.1,1450.77
1992-07-31,165.38,49.8,1522.93
1992-08-31,196.04,55.6,2155.29
1992-09-30,214.58,59.0,2586.24
1992-10-31,201.53,56.6,2281.59
1992-11-30,188.48,53.9,1966.13
1992-12-31,181.68,53.1,1866.76
1993-01-31,174.88,51.6,1709.7
1993-02-28,168.07,50.3,1574.81
1993-03-31,177.7,52.1,1762.72
1993-04-30,171.68,51.1,1654.88
1993-05-31,165.65,49.9,1526.94
1993-06-30,135.93,44.8,1059.17
1993-07-31,143.01,46.0,1163.3
1993-08-31,150.1,47.3,1283.18
1993-09-30,185.09,53.5,1916.57
1993-10-31,190.78,54.4,2022.74
1993-11-30,177.59,52.1,1759.71
1993-12-31,188.23,53.9,1962.52
1994-01-31,151.3,47.5,1299.72
1994-02-28,157.9,48.6,1405.76
1994-03-31,164.51,49.7,1510.16
1994-04-30,152.87,47.7,1321.24
1994-05-31,154.3,47.9,1340.86
1994-06-30,155.73,48.2,1365.48
1994-07-31,157.15,48.5,1391.88
1994-08-31,158.58,48.8,1418.28
1994-09-30,178.12,52.2,1774.39
1994-10-31,197.67,55.9,2193.47
1994-11-30,191.62,54.6,2045.41
1994-12-31,182.51,53.2,1878.97
1995-01-31,173.41,51.4,1684.59
