Time,area_km2,elevation_m,changed_storage_mcm
2014-01-31,10.06,482.4,103.21
2014-02-28,8.55,479.3,74.09
2014-03-31,9.56,481.4,92.6
2014-04-30,8.8,479.8,77.87
2014-05-31,8.47,479.2,72.95
2014-06-30,7.63,477.6,60.02
2014-07-31,7.6,477.5,59.68
2014-08-31,7.58,477.5,59.33
2014-09-30,8.25,478.8,69.42
2014-10-31,7.88,478.0,63.55
2014-11-30,7.51,477.4,58.41
2014-12-31,8.34,478.9,70.82
2015-01-31,9.16,480.5,84.54
2015-02-28,8.57,479.4,74.47
2015-03-31,9.19,480.6,85.22
2015-04-30,7.59,477.5,59.51
2015-05-31,5.38,473.7,34.55
2015-06-30,6.4,475.4,44.41
2015-07-31,6.34,475.2,43.72
2015-08-31,6.27,475.1,43.02
2015-09-30,6.28,475.1,43.05
2015-10-31,7.8,477.9,62.37
2015-11-30,7.09,476.6,52.67
2015-12-31,6.31,475.2,43.43
2016-01-31,9.29,480.8,87.16
2016-02-29,5.4,473.7,34.72
2016-03-31,8.45,479.2,72.65
2016-04-30,8.86,479.9,78.8
2016-05-31,7.5,477.3,58.28
2016-06-30,6.8,476.0,48.63
2016-07-31,6.09,474.8,41.14
2016-08-31,4.67,472.3,27.4
2016-09-30,3.25,468.8,13.69
2016-10-31,4.56,472.0,26.17
2016-11-30,6.04,474.8,40.71
2016-12-31,7.52,477.4,58.47
2017-01-31,9.0,480.1,81.19
2017-02-28,10.47,483.4,112.86
2017-03-31,10.04,482.4,102.61
2017-04-30,9.71,481.7,95.45
2017-05-31,9.25,480.7,86.47
2017-06-30,4.66,472.2,27.28
2017-07-31,7.28,476.9,55.19
2017-08-31,3.45,469.3,15.42
2017-09-30,7.47,477.3,57.84
2017-10-31,7.59,477.5,59.48
2017-11-30,7.09,476.6,52.65
2017-12-31,6.59,475.7,46.46
2018-01-31,6.1,474.9,41.23
2018-02-28,10.23,482.9,107.66
2018-03-31,9.84,481.9,97.9
2018-04-30,6.77,476.0,48.39
2018-05-31,7.56,477.4,59.03
2018-06-30,7.36,477.1,56.34
2018-07-31,7.17,476.7,53.7
2018-08-31,6.98,476.4,51.08
2018-09-30,6.78,476.0,48.49
2018-10-31,9.77,481.8,96.48
2018-11-30,8.6,479.4,74.86
2018-12-31,4.91,472.8,30.17
2019-01-31,10.48,483.4,112.95
2019-02-28,10.33,483.1,109.86
2019-03-31,9.81,481.9,97.38
2019-04-30,8.49,479.2,73.12
2019-05-31,7.77,477.8,62.01
2019-06-30,7.13,476.7,53.23
2019-07-31,5.5,473.9,35.64
2019-08-31,3.85,470.3,19.1
2019-09-30,5.42,473.8,34.92
2019-10-31,10.59,483.6,115.33
2019-11-30,7.59,477.5,59.5
2019-12-31,8.14,478.6,67.7
2020-01-31,10.56,483.6,114.63
2020-02-29,10.24,482.9,107.75
2020-03-31,9.17,480.5,84.81
2020-04-30,8.32,478.9,70.55
2020-05-31,7.77,477.8,62.03
2020-06-30,7.05,476.5,52.01
2020-07-31,7.02,476.4,51.67
2020-08-31,8.7,479.6,76.36
2020-09-30,7.94,478.2,64.48
2020-10-31,9.27,480.7,86.84
2020-11-30,10.6,483.6,115.53
2020-12-31,9.01,480.2,81.47
2021-01-31,7.09,476.6,52.64
2021-02-28,10.54,483.5,114.23
2021-03-31,9.57,481.4,92.7
2021-04-30,8.52,479.3,73.68
2021-05-31,7.59,477.5,59.5
2021-06-30,6.05,474.8,40.76
2021-07-31,5.21,473.4,32.98
2021-08-31,3.18,468.6,13.04
2021-09-30,4.75,472.5,28.33
2021-10-31,9.24,480.7,86.13
2021-11-30,9.78,481.8,96.84
2021-12-31,10.33,483.1,109.98
2022-01-31,10.88,484.2,121.51
2022-02-28,4.84,472.7,29.29
2022-03-31,9.86,481.9,98.3
2022-04-30,8.37,479.0,71.31
2022-05-31,7.02,476.4,51.67
2022-06-30,8.84,479.8,78.59
2022-07-31,8.95,480.0,80.36
2022-08-31,9.8,481.8,97.13
2022-09-30,8.34,478.9,70.93
2022-10-31,7.28,476.9,55.19
2022-11-30,10.57,483.6,114.98
2022-12-31,10.72,483.9,118.02
2023-01-31,9.34,480.9,88.32
2023-02-28,10.71,483.8,117.74
2023-03-31,9.37,481.0,88.93
2023-04-30,8.4,479.1,71.83
2023-05-31,6.98,476.4,51.12
2023-06-30,6.49,475.5,45.35
2023-07-31,6.64,475.7,46.91
2023-08-31,8.01,478.3,65.58
2023-09-30,5.44,473.8,35.13
2023-10-31,7.1,476.6,52.71
2023-11-30,6.87,476.1,49.61
2023-12-31,6.64,475.7,46.93
2024-01-31,9.87,482.0,98.47
2024-02-29,10.4,483.2,111.36
2024-03-31,8.89,479.9,79.23
2024-04-30,7.27,476.9,55.06
2024-05-31,7.33,477.0,55.85
2024-06-30,5.41,473.7,34.81
2024-07-31,4.99,473.0,31.06
2024-08-31,3.51,469.4,15.94
2024-09-30,7.21,476.8,54.2
2024-10-31,7.24,476.9,54.63
2024-11-30,7.16,476.7,53.56
2024-12-31,6.71,475.9,47.66
2025-01-31,6.25,475.1,42.78
2025-02-28,7.69,477.7,60.92
2025-03-31,9.14,480.5,84.13
2025-04-30,6.21,475.0,42.39
2025-05-31,5.78,474.3,38.22
