Time,area_km2,elevation_m,changed_storage_mcm
1990-01-31,228.45,140.9,1209.75
1990-02-28,217.42,139.8,1078.32
1990-03-31,214.4,139.5,1051.3
1990-04-30,211.37,139.3,1024.27
1990-05-31,206.75,138.9,982.9
1990-06-30,214.68,139.6,1053.88
1990-07-31,222.62,140.2,1134.0
1990-08-31,227.95,140.8,1203.31
1990-09-30,233.28,141.3,1263.19
1990-10-31,238.61,141.8,1319.11
1990-11-30,237.88,141.7,1311.39
1990-12-31,237.14,141.6,1303.68
1991-01-31,221.54,140.1,1119.99
1991-02-28,217.56,139.8,1079.54
1991-03-31,213.57,139.5,1043.89
1991-04-30,203.83,138.7,956.74
1991-05-31,195.64,138.0,883.63
1991-06-30,202.31,138.5,943.03
1991-07-31,202.84,138.6,947.85
1991-08-31,214.29,139.5,1050.32
1991-09-30,216.61,139.7,1071.07
1991-10-31,230.52,141.1,1234.17
1991-11-30,244.43,143.7,1562.52
1991-12-31,237.01,141.6,1302.32
1992-01-31,229.6,141.0,1224.58
1992-02-29,222.19,140.2,1128.4
1992-03-31,214.78,139.6,1054.72
1992-04-30,198.93,138.3,912.73
1992-05-31,203.62,138.7,954.86
1992-06-30,208.32,139.1,996.96
1992-07-31,213.01,139.4,1038.91
1992-08-31,217.7,139.8,1080.86
1992-09-30,222.4,140.2,1131.09
1992-10-31,238.93,141.8,1322.42
1992-11-30,232.06,141.2,1250.35
1992-12-31,225.19,140.5,1167.39
1993-01-31,218.32,139.8,1086.36
1993-02-28,212.31,139.4,1032.64
1993-03-31,209.42,139.1,1006.8
1993-04-30,241.27,142.0,1346.96
1993-05-31,216.08,139.7,1066.32
1993-06-30,190.89,137.7,858.79
1993-07-31,196.17,138.0,887.96
1993-08-31,201.46,138.5,935.4
1993-09-30,206.74,138.9,982.85
1993-10-31,212.03,139.3,1030.13
1993-11-30,217.31,139.8,1077.37
1993-12-31,211.19,139.3,1022.68
1994-01-31,208.89,139.1,1002.07
1994-02-28,205.07,138.8,967.81
1994-03-31,202.02,138.5,940.45
1994-04-30,191.53,137.8,862.17
1994-05-31,195.59,138.0,883.37
1994-06-30,199.64,138.3,919.14
1994-07-31,209.76,139.2,1009.86
1994-08-31,219.88,140.0,1100.28
1994-09-30,229.99,141.0,1228.67
1994-10-31,240.11,141.9,1334.78
1994-11-30,238.51,141.8,1318.02
1994-12-31,229.51,141.0,1223.61
1995-01-31,226.16,140.6,1180.02
1995-02-28,219.85,140.0,1100.08
1995-03-31,212.2,139.4,1031.67
1995-04-30,201.65,138.5,937.12
1995-05-31,192.99,137.9,869.78
1995-06-30,196.72,138.1,892.85
1995-07-31,205.49,138.8,971.57
1995-08-31,214.25,139.5,1050.03
1995-09-30,223.02,140.3,1139.23
1995-10-31,231.79,141.2,1247.56
1995-11-30,231.73,141.2,1246.9
1995-12-31,231.67,141.2,1246.24
1996-01-31,221.15,140.1,1114.81
1996-02-29,214.42,139.5,1051.5
1996-03-31,209.08,139.1,1003.77
1996-04-30,202.78,138.6,947.28
1996-05-31,196.48,138.1,890.73
1996-06-30,197.05,138.1,895.87
1996-07-31,201.28,138.5,933.85
1996-08-31,207.12,139.0,986.28
1996-09-30,212.97,139.4,1038.52
1996-10-31,230.02,141.0,1229.0
1996-11-30,247.08,144.4,1664.37
1996-12-31,242.56,142.9,1459.45
1997-01-31,237.33,141.7,1305.63
1997-02-28,224.13,140.4,1153.61
1997-03-31,226.21,140.6,1180.65
1997-04-30,205.65,138.8,973.04
1997-05-31,203.55,138.7,954.16
1997-06-30,198.63,138.2,909.99
1997-07-31,207.99,139.0,994.07
1997-08-31,217.36,139.8,1077.8
1997-09-30,218.8,139.9,1090.65
1997-10-31,242.53,142.8,1456.51
1997-11-30,243.88,143.4,1534.9
1997-12-31,234.26,141.4,1273.39
1998-01-31,233.64,141.3,1266.96
1998-02-28,233.03,141.3,1260.53
1998-03-31,218.58,139.9,1088.71
1998-04-30,215.61,139.6,1062.17
1998-05-31,214.28,139.5,1050.28
1998-06-30,212.95,139.4,1038.39
1998-07-31,206.33,138.9,979.17
1998-08-31,211.09,139.3,1021.76
1998-09-30,217.3,139.8,1077.29
1998-10-31,222.35,140.2,1130.45
1998-11-30,221.65,140.1,1121.36
1998-12-31,221.29,140.1,1116.74
1999-01-31,219.68,139.9,1098.52
1999-02-28,216.36,139.7,1068.89
1999-03-31,212.93,139.4,1038.16
1999-04-30,205.63,138.8,972.85
1999-05-31,204.99,138.8,967.14
1999-06-30,204.36,138.7,961.43
1999-07-31,211.34,139.3,1023.94
1999-08-31,218.31,139.8,1086.32
1999-09-30,214.39,139.5,1051.27
1999-10-31,247.89,144.6,1690.7
1999-11-30,234.45,141.4,1275.42
1999-12-31,232.03,141.2,1250.1
2000-01-31,231.03,141.1,1239.56
2000-02-29,223.71,140.4,1148.12
2000-03-31,209.46,139.1,1007.21
2000-04-30,234.81,141.4,1279.18
2000-05-31,201.07,138.4,931.94
2000-06-30,210.25,139.2,1014.27
2000-07-31,214.86,139.6,1055.46
2000-08-31,219.47,139.9,1096.65
2000-09-30,237.47,141.7,1307.13
2000-10-31,240.17,141.9,1335.44
2000-11-30,242.87,143.1,1483.45
2000-12-31,233.65,141.3,1267.05
2001-01-31,230.53,141.1,1234.34
2001-02-28,222.76,140.3,1135.8
2001-03-31,209.57,139.1,1008.14
2001-04-30,196.38,138.1,889.79
2001-05-31,186.01,137.5,833.29
2001-06-30,175.64,136.9,777.56
2001-07-31,186.3,137.5,834.79
2001-08-31,185.21,137.4,829.1
2001-09-30,184.12,137.4,823.41
2001-10-31,232.62,141.3,1256.23
2001-11-30,231.54,141.2,1244.86
2001-12-31,230.45,141.1,1233.49
2002-01-31,229.37,141.0,1221.71
2002-02-28,215.7,139.6,1062.94
2002-03-31,203.27,138.6,951.7
2002-04-30,185.91,137.5,832.78
2002-05-31,191.67,137.8,862.89
2002-06-30,197.43,138.1,899.24
2002-07-31,205.68,138.8,973.32
2002-08-31,213.93,139.5,1047.15
2002-09-30,222.18,140.2,1128.33
2002-10-31,230.44,141.1,1233.34
2002-11-30,234.9,141.5,1280.11
2002-12-31,229.03,140.9,1217.34
2003-01-31,228.07,140.8,1204.8
2003-02-28,215.72,139.6,1063.17
2003-03-31,205.59,138.8,972.49
2003-04-30,195.07,138.0,880.67
2003-05-31,198.21,138.2,906.3
2003-06-30,201.36,138.5,934.51
2003-07-31,204.5,138.7,962.72
2003-08-31,200.04,138.4,922.7
2003-09-30,213.39,139.5,1042.28
2003-10-31,226.73,140.7,1187.46
2003-11-30,223.5,140.3,1145.43
2003-12-31,222.62,140.2,1133.95
2004-01-31,213.8,139.5,1045.95
2004-02-29,212.85,139.4,1037.49
2004-03-31,202.83,138.6,947.77
2004-04-30,189.79,137.7,853.04
2004-05-31,182.69,137.3,815.96
2004-06-30,193.75,137.9,873.74
