Time,area_km2,elevation_m,changed_storage_mcm
2017-01-31,0.59,439.8,2.4
2017-02-28,0.52,438.9,1.92
2017-03-31,0.54,439.2,2.07
2017-04-30,0.56,439.3,2.15
2017-05-31,0.51,438.8,1.87
2017-06-30,0.48,438.5,1.69
2017-07-31,0.45,438.1,1.52
2017-08-31,0.43,437.8,1.41
2017-09-30,0.52,438.8,1.88
2017-10-31,0.4,437.4,1.23
2017-11-30,0.5,438.7,1.8
2017-12-31,0.47,438.3,1.64
2018-01-31,0.49,438.5,1.74
2018-02-28,0.56,439.4,2.18
2018-03-31,0.71,441.6,3.59
2018-04-30,0.55,439.2,2.09
2018-05-31,0.56,439.4,2.21
2018-06-30,0.57,439.5,2.26
2018-07-31,0.58,439.6,2.3
2018-08-31,0.58,439.7,2.35
2018-09-30,0.59,439.8,2.4
2018-10-31,0.43,437.8,1.41
2018-11-30,0.58,439.7,2.36
2018-12-31,0.69,441.2,3.32
2019-01-31,0.67,440.9,3.12
2019-02-28,0.65,440.6,2.92
2019-03-31,0.64,440.4,2.81
2019-04-30,0.65,440.6,2.89
2019-05-31,0.67,440.9,3.12
2019-06-30,0.57,439.5,2.25
2019-07-31,0.39,437.3,1.2
2019-08-31,0.29,436.0,0.75
2019-09-30,0.59,439.8,2.43
2019-10-31,0.63,440.4,2.76
2019-11-30,0.59,439.8,2.44
2019-12-31,0.61,440.1,2.57
2020-01-31,0.65,440.7,2.97
2020-02-29,0.66,440.8,3.01
2020-03-31,0.65,440.6,2.93
2020-04-30,0.84,444.3,5.66
2020-05-31,0.54,439.1,2.01
2020-06-30,0.53,439.0,1.96
2020-07-31,0.52,438.9,1.91
2020-08-31,0.56,439.3,2.15
2020-09-30,0.42,437.7,1.36
2020-10-31,0.51,438.8,1.86
2020-11-30,0.54,439.1,2.02
2020-12-31,0.55,439.3,2.14
2021-01-31,0.57,439.5,2.26
2021-02-28,0.55,439.3,2.13
2021-03-31,0.55,439.3,2.12
2021-04-30,0.66,440.7,2.99
2021-05-31,0.56,439.4,2.17
2021-06-30,0.32,436.4,0.86
2021-07-31,0.38,437.2,1.15
2021-08-31,0.42,437.7,1.34
2021-09-30,0.48,438.5,1.71
2021-10-31,0.47,438.4,1.65
2021-11-30,0.52,438.9,1.89
2021-12-31,0.56,439.4,2.18
2022-01-31,0.57,439.6,2.28
2022-02-28,0.5,438.7,1.8
2022-03-31,0.64,440.5,2.88
2022-04-30,0.63,440.4,2.78
2022-05-31,0.72,441.8,3.73
2022-06-30,0.57,439.6,2.29
2022-07-31,0.59,439.8,2.39
2022-08-31,0.65,440.6,2.91
2022-09-30,0.64,440.5,2.85
2022-10-31,0.48,438.5,1.7
2022-11-30,0.51,438.8,1.86
2022-12-31,0.55,439.3,2.15
2023-01-31,0.54,439.1,2.01
2023-02-28,0.56,439.4,2.16
2023-03-31,0.58,439.6,2.31
2023-04-30,0.6,439.9,2.46
2023-05-31,0.62,440.2,2.64
2023-06-30,0.63,440.4,2.77
2023-07-31,0.64,440.5,2.88
2023-08-31,0.64,440.5,2.86
2023-09-30,0.64,440.5,2.85
2023-10-31,0.67,440.9,3.11
2023-11-30,0.57,439.5,2.25
2023-12-31,0.56,439.4,2.17
2024-01-31,0.59,439.7,2.38
2024-02-29,0.49,438.6,1.75
2024-03-31,0.53,439.0,1.96
2024-04-30,0.58,439.7,2.36
2024-05-31,0.62,440.2,2.62
2024-06-30,0.52,438.9,1.92
2024-07-31,0.56,439.4,2.18
2024-08-31,0.59,439.9,2.44
2024-09-30,0.78,442.8,4.47
2024-10-31,0.71,441.5,3.54
2024-11-30,0.58,439.7,2.33
2024-12-31,0.61,440.1,2.57
2025-01-31,0.57,439.5,2.25
2025-02-28,0.51,438.8,1.87
2025-03-31,0.53,439.1,2.0
2025-04-30,0.65,440.7,2.97
2025-05-31,0.66,440.8,3.04
