Time,area_km2,elevation_m,changed_storage_mcm
2013-01-31,0.23,265.4,4.54
2013-02-28,0.23,265.4,4.54
2013-03-31,0.23,265.4,4.54
2013-04-30,0.25,268.7,5.36
2013-05-31,0.22,263.5,4.12
2013-06-30,0.24,266.9,4.9
2013-07-31,0.24,266.3,4.77
2013-08-31,0.23,265.7,4.61
2013-09-30,0.23,264.9,4.44
2013-10-31,0.23,264.4,4.33
2013-11-30,0.12,247.2,1.33
2013-12-31,0.2,259.9,3.36
2014-01-31,0.24,266.7,4.87
2014-02-28,0.21,260.7,3.51
2014-03-31,0.21,261.5,3.68
2014-04-30,0.21,262.3,3.85
2014-05-31,0.22,262.9,3.99
2014-06-30,0.25,267.8,5.14
2014-07-31,0.23,264.2,4.28
2014-08-31,0.2,260.5,3.49
2014-09-30,0.17,254.6,2.39
2014-10-31,0.24,267.5,5.05
2014-11-30,0.12,248.0,1.42
2014-12-31,0.23,265.4,4.54
2015-01-31,0.24,266.4,4.78
2015-02-28,0.23,264.4,4.33
2015-03-31,0.2,260.0,3.39
2015-04-30,0.13,249.4,1.61
2015-05-31,0.22,263.3,4.07
2015-06-30,0.2,260.3,3.45
2015-07-31,0.19,257.9,2.97
2015-08-31,0.17,254.3,2.34
2015-09-30,0.08,241.5,0.77
2015-10-31,0.21,262.2,3.84
2015-11-30,0.15,251.5,1.89
2015-12-31,0.16,253.5,2.21
2016-01-31,0.18,256.0,2.63
2016-02-29,0.19,258.4,3.06
2016-03-31,0.1,244.4,1.03
2016-04-30,0.14,250.6,1.76
2016-05-31,0.24,266.0,4.68
2016-06-30,0.21,262.0,3.79
2016-07-31,0.19,258.5,3.08
2016-08-31,0.15,252.2,2.01
2016-09-30,0.15,252.2,2.01
2016-10-31,0.22,262.9,3.99
2016-11-30,0.17,255.7,2.57
2016-12-31,0.23,264.2,4.28
2017-01-31,0.21,261.1,3.61
2017-02-28,0.19,258.6,3.1
2017-03-31,0.14,250.2,1.71
2017-04-30,0.09,242.8,0.88
2017-05-31,0.22,262.9,3.99
2017-06-30,0.22,263.3,4.07
2017-07-31,0.09,242.8,0.88
2017-08-31,0.21,261.7,3.72
2017-09-30,0.21,262.1,3.82
2017-10-31,0.22,263.7,4.17
2017-11-30,0.2,259.9,3.36
2017-12-31,0.2,259.6,3.3
2018-01-31,0.14,250.4,1.74
2018-02-28,0.21,261.7,3.74
2018-03-31,0.28,276.5,7.46
2018-04-30,0.23,264.3,4.3
2018-05-31,0.17,254.5,2.38
2018-06-30,0.21,261.7,3.72
2018-07-31,0.22,262.8,3.97
2018-08-31,0.23,264.3,4.3
2018-09-30,0.16,253.0,2.12
2018-10-31,0.21,260.7,3.51
2018-11-30,0.22,262.6,3.92
2018-12-31,0.24,266.5,4.81
2019-01-31,0.14,249.9,1.67
2019-02-28,0.23,265.2,4.5
2019-03-31,0.25,267.8,5.14
2019-04-30,0.26,270.7,5.87
2019-05-31,0.25,269.6,5.59
2019-06-30,0.15,252.5,2.04
2019-07-31,0.23,264.2,4.28
2019-08-31,0.22,262.9,3.99
2019-09-30,0.2,259.6,3.3
2019-10-31,0.19,258.7,3.13
2019-11-30,0.2,260.2,3.41
2019-12-31,0.21,261.0,3.59
2020-01-31,0.2,259.9,3.36
2020-02-29,0.12,247.1,1.32
2020-03-31,0.13,248.8,1.53
2020-04-30,0.15,251.4,1.88
2020-05-31,0.22,263.5,4.12
2020-06-30,0.21,262.1,3.82
2020-07-31,0.14,249.9,1.67
2020-08-31,0.32,288.4,11.06
2020-09-30,0.11,246.1,1.2
2020-10-31,0.17,254.4,2.36
2020-11-30,0.2,260.3,3.44
2020-12-31,0.26,271.6,6.11
2021-01-31,0.19,258.7,3.12
2021-02-28,0.12,247.7,1.39
2021-03-31,0.32,288.0,10.92
2021-04-30,0.17,255.4,2.52
2021-05-31,0.26,270.7,5.87
2021-06-30,0.2,259.9,3.36
2021-07-31,0.14,249.6,1.63
2021-08-31,0.19,257.9,2.97
2021-09-30,0.15,251.7,1.92
2021-10-31,0.16,253.6,2.22
2021-11-30,0.17,255.7,2.57
2021-12-31,0.17,254.4,2.36
2022-01-31,0.34,296.6,13.81
2022-02-28,0.28,276.1,7.33
2022-03-31,0.22,263.9,4.22
2022-04-30,0.3,282.1,9.09
2022-05-31,0.23,264.2,4.28
2022-06-30,0.19,257.9,2.97
2022-07-31,0.24,266.4,4.78
2022-08-31,0.24,266.1,4.72
2022-09-30,0.15,252.1,1.99
2022-10-31,0.28,273.9,6.73
2022-11-30,0.31,284.1,9.7
2022-12-31,0.17,254.9,2.45
2023-01-31,0.19,258.4,3.06
2023-02-28,0.29,280.1,8.5
2023-03-31,0.2,259.0,3.18
2023-04-30,0.4,318.4,21.88
2023-05-31,0.25,268.0,5.18
2023-06-30,0.23,264.3,4.3
2023-07-31,0.37,308.2,17.95
2023-08-31,0.28,274.2,6.82
2023-09-30,0.19,258.0,2.99
2023-10-31,0.18,256.6,2.73
2023-11-30,0.22,264.1,4.25
2023-12-31,0.27,272.7,6.38
