Time,area_km2,elevation_m,changed_storage_mcm
2008-01-31,3.56,389.4,58.26
2008-02-29,3.56,389.3,58.13
2008-03-31,3.55,389.3,58.0
2008-04-30,2.87,384.7,43.33
2008-05-31,2.51,382.2,36.59
2008-06-30,2.99,385.6,45.87
2008-07-31,2.39,381.4,34.67
2008-08-31,4.26,393.3,73.6
2008-09-30,4.07,392.2,69.18
2008-10-31,3.89,391.2,65.08
2008-11-30,3.71,390.2,61.39
2008-12-31,3.52,389.1,57.43
2009-01-31,3.34,387.9,53.12
2009-02-28,3.16,386.7,49.26
2009-03-31,3.1,386.3,47.92
2009-04-30,1.56,373.3,18.97
2009-05-31,1.99,378.3,27.72
2009-06-30,3.32,387.7,52.66
2009-07-31,2.04,378.7,28.59
2009-08-31,1.69,374.9,21.62
2009-09-30,3.17,386.8,49.54
2009-10-31,1.66,374.6,20.97
2009-11-30,1.71,375.1,21.97
2009-12-31,2.13,379.4,30.1
2010-01-31,2.67,383.3,39.46
2010-02-28,2.37,381.3,34.35
2010-03-31,2.14,379.5,30.2
2010-04-30,2.19,379.9,31.09
2010-05-31,1.81,376.3,23.92
2010-06-30,1.91,377.5,26.28
2010-07-31,2.54,382.4,37.02
2010-08-31,2.0,378.4,27.92
2010-09-30,1.47,372.1,17.06
2010-10-31,1.55,373.1,18.68
2010-11-30,1.63,374.2,20.38
2010-12-31,1.71,375.1,21.9
2011-01-31,1.79,376.0,23.43
2011-02-28,1.87,377.1,25.46
2011-03-31,1.83,376.6,24.57
2011-04-30,2.67,383.3,39.35
2011-05-31,1.56,373.3,18.99
2011-06-30,1.56,373.2,18.78
2011-07-31,1.81,376.3,23.96
2011-08-31,2.06,378.8,28.89
2011-09-30,1.55,373.1,18.61
2011-10-31,1.03,366.9,10.54
2011-11-30,1.14,368.1,11.84
2011-12-31,1.25,369.3,13.31
2012-01-31,1.35,370.6,15.02
2012-02-29,1.46,371.9,16.85
2012-03-31,1.57,373.4,19.03
2012-04-30,1.91,377.5,26.23
2012-05-31,2.14,379.5,30.22
2012-06-30,2.17,379.7,30.73
2012-07-31,2.2,380.0,31.25
2012-08-31,1.97,378.0,27.26
2012-09-30,1.73,375.3,22.32
2012-10-31,1.5,372.4,17.55
2012-11-30,1.32,370.2,14.44
2012-12-31,1.13,368.0,11.77
2013-01-31,1.31,370.1,14.34
2013-02-28,1.48,372.2,17.29
2013-03-31,1.66,374.5,20.89
2013-04-30,1.81,376.3,23.92
2013-05-31,1.35,370.6,15.0
2013-06-30,1.88,377.2,25.72
2013-07-31,2.41,381.6,34.94
2013-08-31,3.21,387.1,50.41
2013-09-30,4.01,391.9,67.67
2013-10-31,3.17,386.8,49.64
2013-11-30,3.01,385.7,46.09
2013-12-31,2.84,384.5,42.66
2014-01-31,4.94,397.6,93.36
2014-02-28,5.36,400.1,106.2
2014-03-31,6.49,407.3,149.11
2014-04-30,8.54,421.8,256.99
2014-05-31,6.53,407.6,150.8
2014-06-30,5.61,401.7,115.23
2014-07-31,4.68,396.0,85.52
2014-08-31,5.31,399.8,104.61
2014-09-30,5.93,403.7,126.81
2014-10-31,5.56,401.5,113.74
2014-11-30,5.41,400.5,108.28
2014-12-31,5.26,399.5,103.21
2015-01-31,5.11,398.6,98.6
2015-02-28,6.01,404.2,129.8
2015-03-31,6.83,409.9,165.98
2015-04-30,6.41,406.8,145.42
2015-05-31,6.0,404.2,129.44
2015-06-30,3.92,391.4,65.68
2015-07-31,2.7,383.5,39.99
2015-08-31,2.72,383.6,40.29
2015-09-30,3.79,390.7,63.07
2015-10-31,4.03,392.0,68.12
2015-11-30,4.27,393.3,73.8
2015-12-31,4.51,394.8,80.3
2016-01-31,5.46,400.8,109.93
2016-02-29,4.99,397.9,94.99
2016-03-31,6.84,409.9,166.43
2016-04-30,6.68,408.7,158.28
2016-05-31,6.27,405.9,139.76
2016-06-30,5.7,402.3,118.48
2016-07-31,5.37,400.2,106.73
2016-08-31,4.01,391.9,67.78
2016-09-30,3.86,391.0,64.47
2016-10-31,2.98,385.5,45.66
2016-11-30,3.01,385.7,46.21
2016-12-31,4.11,392.4,70.06
2017-01-31,5.21,399.2,101.72
2017-02-28,6.78,409.5,163.51
2017-03-31,6.89,410.4,169.94
2017-04-30,6.9,410.4,170.0
2017-05-31,6.42,406.8,145.77
2017-06-30,5.43,400.6,109.01
2017-07-31,6.08,404.6,132.27
2017-08-31,5.83,403.1,123.34
2017-09-30,5.59,401.6,114.77
2017-10-31,4.15,392.6,70.85
2017-11-30,6.04,404.4,130.76
2017-12-31,6.25,405.7,138.91
2018-01-31,6.46,407.1,147.52
2018-02-28,6.67,408.6,157.58
2018-03-31,6.47,407.1,147.87
2018-04-30,6.01,404.2,129.51
2018-05-31,6.07,404.6,132.08
2018-06-30,4.51,394.8,80.25
2018-07-31,4.33,393.7,75.5
2018-08-31,4.09,392.3,69.43
2018-09-30,4.41,394.2,77.46
2018-10-31,2.61,382.9,38.29
2018-11-30,2.64,383.1,38.77
2018-12-31,3.8,390.7,63.28
2019-01-31,3.4,388.3,54.38
2019-02-28,7.36,414.1,195.9
2019-03-31,7.4,414.4,197.88
2019-04-30,6.84,409.9,166.52
2019-05-31,5.97,403.9,128.05
2019-06-30,5.61,401.8,115.45
2019-07-31,4.92,397.4,92.56
2019-08-31,3.62,389.7,59.47
2019-09-30,2.95,385.3,44.96
2019-10-31,2.55,382.5,37.21
2019-11-30,3.16,386.7,49.24
2019-12-31,2.63,383.0,38.57
2020-01-31,7.1,412.2,182.51
2020-02-29,7.24,413.3,190.3
2020-03-31,7.54,415.3,204.74
2020-04-30,7.18,412.9,187.23
2020-05-31,6.78,409.5,163.46
2020-06-30,5.89,403.5,125.24
2020-07-31,5.36,400.1,106.2
2020-08-31,4.98,397.8,94.42
2020-09-30,4.04,392.0,68.36
2020-10-31,6.49,407.3,149.07
2020-11-30,5.47,400.8,110.26
2020-12-31,6.64,408.4,155.91
2021-01-31,5.52,401.2,112.26
2021-02-28,7.3,413.7,193.1
2021-03-31,7.23,413.3,190.21
2021-04-30,6.97,411.1,174.69
2021-05-31,6.28,405.9,140.17
2021-06-30,5.94,403.8,126.97
2021-07-31,4.95,397.6,93.65
2021-08-31,3.8,390.7,63.17
2021-09-30,4.6,395.4,82.81
2021-10-31,1.93,377.7,26.58
2021-11-30,1.11,367.7,11.47
2021-12-31,5.23,399.3,102.22
2022-01-31,7.33,413.9,194.72
2022-02-28,6.7,408.9,159.49
2022-03-31,7.02,411.5,177.58
2022-04-30,6.76,409.4,162.65
2022-05-31,6.4,406.7,145.03
2022-06-30,6.6,408.1,153.87
