Time,area_km2,elevation_m,changed_storage_mcm
2013-01-31,0.52,739.8,7.93
2013-02-28,0.48,738.8,7.45
2013-03-31,0.99,754.4,18.57
2013-04-30,0.77,749.3,14.19
2013-05-31,0.59,741.7,9.0
2013-06-30,0.4,736.3,6.35
2013-07-31,0.42,736.6,6.46
2013-08-31,0.43,736.9,6.58
2013-09-30,0.44,737.4,6.78
2013-10-31,0.37,735.4,5.97
2013-11-30,0.4,736.3,6.32
2013-12-31,0.47,738.4,7.25
2014-01-31,1.0,754.5,18.64
2014-02-28,0.98,754.2,18.38
2014-03-31,1.1,758.9,23.29
2014-04-30,1.18,762.5,27.44
2014-05-31,0.93,753.5,17.67
2014-06-30,0.52,739.9,8.02
2014-07-31,1.0,754.5,18.68
2014-08-31,0.74,748.1,13.27
2014-09-30,0.89,752.9,17.09
2014-10-31,1.04,755.3,19.49
2014-11-30,1.02,754.8,18.98
2014-12-31,1.04,755.3,19.5
2015-01-31,1.15,761.5,26.27
2015-02-28,1.27,767.6,33.72
2015-03-31,1.21,764.3,29.59
2015-04-30,1.07,756.5,20.74
2015-05-31,0.92,753.4,17.57
2015-06-30,0.45,737.5,6.86
2015-07-31,0.95,753.8,17.93
2015-08-31,0.74,748.1,13.23
2015-09-30,0.5,739.2,7.65
2015-10-31,1.06,756.2,20.43
2015-11-30,0.7,746.4,12.03
2015-12-31,1.0,754.6,18.78
2016-01-31,1.04,755.3,19.43
2016-02-29,1.07,756.6,20.78
2016-03-31,1.07,756.6,20.84
2016-04-30,1.07,756.7,20.92
2016-05-31,1.06,756.3,20.54
2016-06-30,0.85,752.2,16.51
2016-07-31,0.97,754.0,18.18
2016-08-31,1.08,757.6,21.93
2016-09-30,0.67,745.3,11.29
2016-10-31,1.02,754.8,18.96
2016-11-30,0.61,742.4,9.43
2016-12-31,0.88,752.7,16.95
2017-01-31,0.59,741.7,8.98
2017-02-28,1.02,754.8,18.95
2017-03-31,1.06,756.1,20.28
2017-04-30,1.02,754.8,18.97
2017-05-31,0.99,754.4,18.6
2017-06-30,1.01,754.6,18.79
2017-07-31,1.02,754.8,18.98
2017-08-31,0.94,753.6,17.8
2017-09-30,0.69,746.1,11.79
2017-10-31,0.84,752.0,16.35
2017-11-30,1.0,754.5,18.65
2017-12-31,1.06,756.0,20.16
2018-01-31,0.79,750.0,14.69
2018-02-28,1.02,754.9,19.04
2018-03-31,1.14,760.8,25.49
2018-04-30,1.13,760.4,25.01
2018-05-31,0.66,744.6,10.83
2018-06-30,0.85,752.1,16.47
2018-07-31,1.04,755.5,19.67
2018-08-31,0.58,741.6,8.91
2018-09-30,1.0,754.6,18.72
2018-10-31,1.06,756.2,20.43
2018-11-30,1.1,758.7,23.16
2018-12-31,1.21,764.4,29.7
2019-01-31,1.19,763.5,28.64
2019-02-28,1.12,759.5,24.04
2019-03-31,1.17,761.9,26.75
2019-04-30,1.16,761.8,26.59
2019-05-31,1.16,761.7,26.49
2019-06-30,1.04,755.3,19.42
2019-07-31,1.06,756.1,20.3
2019-08-31,1.09,758.0,22.33
