Time,area_km2,elevation_m,changed_storage_mcm
1990-01-31,161.97,160.9,695.44
1990-02-28,151.39,160.2,589.94
1990-03-31,138.14,159.4,468.7
1990-04-30,144.3,159.8,523.34
1990-05-31,150.47,160.2,581.23
1990-06-30,156.63,160.6,641.47
1990-07-31,162.8,161.0,704.09
1990-08-31,182.15,162.2,917.38
1990-09-30,201.5,163.5,1156.76
1990-10-31,203.92,163.6,1188.53
1990-11-30,206.34,163.8,1220.29
1990-12-31,199.67,163.3,1132.7
1991-01-31,184.48,162.4,944.69
1991-02-28,169.28,161.4,772.6
1991-03-31,164.24,161.1,719.13
1991-04-30,149.28,160.1,570.09
1991-05-31,138.03,159.4,467.75
1991-06-30,138.77,159.4,474.29
1991-07-31,139.51,159.5,480.84
1991-08-31,166.06,161.2,738.19
1991-09-30,192.61,162.9,1043.49
1991-10-31,190.67,162.8,1019.39
1991-11-30,183.27,162.3,930.28
1991-12-31,189.14,162.7,1000.93
1992-01-31,195.01,163.0,1073.73
1992-02-29,168.19,161.3,760.63
1992-03-31,184.35,162.3,943.12
1992-04-30,154.03,160.4,615.64
1992-05-31,204.87,163.7,1201.06
1992-06-30,255.71,167.0,1967.61
1992-07-31,157.99,160.7,654.97
1992-08-31,263.75,167.8,2174.98
1992-09-30,229.07,165.2,1542.65
1992-10-31,194.39,163.0,1065.95
1992-11-30,173.97,161.7,824.16
1992-12-31,173.38,161.6,817.62
1993-01-31,182.72,162.2,923.98
1993-02-28,168.47,161.3,763.66
1993-03-31,154.22,160.4,617.5
1993-04-30,139.96,159.5,484.89
1993-05-31,126.95,158.7,375.28
1993-06-30,127.7,158.7,381.18
1993-07-31,128.45,158.8,387.07
1993-08-31,136.84,159.3,457.16
1993-09-30,145.22,159.9,531.92
1993-10-31,124.19,158.5,353.75
1993-11-30,109.47,157.6,246.16
1993-12-31,105.09,157.3,216.5
1994-01-31,102.33,157.2,198.95
1994-02-28,99.66,157.0,182.28
1994-03-31,96.99,156.8,165.6
1994-04-30,95.65,156.7,157.69
1994-05-31,108.12,157.5,236.99
1994-06-30,120.58,158.3,325.57
1994-07-31,133.04,159.1,425.33
1994-08-31,145.07,159.8,530.49
1994-09-30,157.09,160.6,645.98
1994-10-31,217.58,164.5,1375.5
1994-11-30,210.35,164.0,1274.87
1994-12-31,173.23,161.6,815.94
1995-01-31,199.03,163.3,1124.28
1995-02-28,189.7,162.7,1007.63
1995-03-31,174.27,161.7,827.38
1995-04-30,153.33,160.4,608.7
1995-05-31,132.65,159.1,422.04
1995-06-30,145.52,159.9,534.73
1995-07-31,159.26,160.7,667.54
1995-08-31,173.0,161.6,813.47
1995-09-30,123.2,158.5,346.06
1995-10-31,185.84,162.4,961.13
1995-11-30,185.98,162.5,962.81
1995-12-31,187.66,162.6,983.12
1996-01-31,174.94,161.7,834.72
1996-02-29,162.21,160.9,697.95
1996-03-31,141.38,159.6,497.42
1996-04-30,137.86,159.4,466.24
1996-05-31,135.96,159.3,449.64
1996-06-30,134.06,159.1,433.8
1996-07-31,134.85,159.2,440.37
1996-08-31,135.64,159.2,446.95
1996-09-30,136.43,159.3,453.53
1996-10-31,208.6,163.9,1251.05
1996-11-30,214.51,164.3,1331.91
1996-12-31,208.31,163.9,1247.04
1997-01-31,197.41,163.2,1103.92
1997-02-28,177.2,161.9,860.42
1997-03-31,157.0,160.6,645.13
1997-04-30,144.01,159.8,520.76
1997-05-31,140.3,159.5,487.84
1997-06-30,139.56,159.5,481.35
1997-07-31,145.23,159.9,532.04
1997-08-31,150.9,160.2,585.25
1997-09-30,188.79,162.6,996.73
1997-10-31,196.74,163.1,1095.53
1997-11-30,185.71,162.4,959.64
1997-12-31,184.08,162.3,939.95
1998-01-31,176.39,161.8,850.99
1998-02-28,163.14,161.0,707.64
1998-03-31,149.89,160.1,575.8
1998-04-30,134.71,159.2,439.25
1998-05-31,119.54,158.2,317.94
1998-06-30,136.7,159.3,455.97
1998-07-31,142.74,159.7,509.48
1998-08-31,103.81,157.3,208.18
1998-09-30,140.22,159.5,487.16
1998-10-31,122.49,158.4,340.45
1998-11-30,118.49,158.2,310.32
1998-12-31,140.53,159.6,489.87
1999-01-31,111.27,157.7,258.3
1999-02-28,110.31,157.7,251.82
1999-03-31,104.56,157.3,212.93
1999-04-30,109.96,157.6,249.47
1999-05-31,129.3,158.9,394.11
1999-06-30,141.79,159.6,501.1
1999-07-31,157.63,160.6,651.38
1999-08-31,138.16,159.4,468.92
1999-09-30,161.25,160.9,687.95
1999-10-31,184.35,162.3,943.12
1999-11-30,201.86,163.5,1161.43
1999-12-31,201.3,163.4,1154.18
2000-01-31,199.89,163.4,1135.61
2000-02-29,185.73,162.4,959.81
2000-03-31,175.67,161.8,842.74
2000-04-30,145.43,159.9,533.9
2000-05-31,136.68,159.3,455.8
2000-06-30,153.65,160.4,611.83
2000-07-31,202.55,163.5,1170.51
2000-08-31,212.12,164.1,1299.16
2000-09-30,221.7,164.8,1434.01
2000-10-31,219.8,164.6,1407.1
2000-11-30,211.44,164.1,1289.79
2000-12-31,176.37,161.8,850.83
2001-01-31,198.0,163.2,1111.39
2001-02-28,192.23,162.9,1038.67
2001-03-31,160.06,160.8,675.44
2001-04-30,144.94,159.8,529.35
2001-05-31,139.09,159.5,477.12
2001-06-30,154.6,160.4,621.28
2001-07-31,175.94,161.8,845.88
2001-08-31,197.29,163.2,1102.4
2001-09-30,218.63,164.6,1390.47
2001-10-31,239.98,166.0,1710.59
2001-11-30,185.61,162.4,958.32
2001-12-31,186.6,162.5,970.26
2002-01-31,174.17,161.7,826.26
2002-02-28,185.02,162.4,951.28
2002-03-31,152.06,160.3,596.23
2002-04-30,140.07,159.5,485.8
2002-05-31,146.73,160.0,546.17
2002-06-30,153.4,160.4,609.41
2002-07-31,160.07,160.8,675.57
2002-08-31,166.74,161.2,745.26
2002-09-30,216.11,164.4,1354.66
2002-10-31,178.0,161.9,869.64
2002-11-30,193.79,163.0,1058.34
2002-12-31,224.22,164.9,1471.08
2003-01-31,215.46,164.4,1345.3
2003-02-28,180.34,162.1,896.53
2003-03-31,151.56,160.3,591.47
2003-04-30,114.1,157.9,278.33
2003-05-31,135.84,159.3,448.64
2003-06-30,129.3,158.8,394.08
2003-07-31,122.75,158.4,342.53
