Time,area_km2,elevation_m,changed_storage_mcm
2011-01-31,0.43,260.9,5.07
2011-02-28,0.4,259.4,4.44
2011-03-31,0.46,262.0,5.57
2011-04-30,0.51,264.4,6.72
2011-05-31,0.42,260.5,4.9
2011-06-30,0.43,260.7,4.97
2011-07-31,0.43,260.8,5.04
2011-08-31,0.44,261.0,5.11
2011-09-30,0.44,261.2,5.22
2011-10-31,0.41,260.1,4.75
2011-11-30,0.44,261.0,5.11
2011-12-31,0.42,260.5,4.91
2012-01-31,0.42,260.2,4.78
2012-02-29,0.48,263.1,6.06
2012-03-31,0.48,263.1,6.08
2012-04-30,0.43,260.6,4.93
2012-05-31,0.4,259.8,4.6
2012-06-30,0.4,259.4,4.44
2012-07-31,0.4,259.7,4.56
2012-08-31,0.41,260.0,4.68
2012-09-30,0.41,260.2,4.77
2012-10-31,0.42,260.4,4.87
2012-11-30,0.34,256.8,3.48
2012-12-31,0.46,262.3,5.68
2013-01-31,0.47,262.5,5.8
2013-02-28,0.45,261.4,5.29
2013-03-31,0.43,260.9,5.05
2013-04-30,0.36,257.6,3.78
2013-05-31,0.26,253.8,2.58
2013-06-30,0.45,261.4,5.31
2013-07-31,0.38,258.6,4.14
2013-08-31,0.31,255.9,3.19
2013-09-30,0.25,253.1,2.41
2013-10-31,0.39,259.2,4.36
2013-11-30,0.36,257.8,3.83
2013-12-31,0.38,258.7,4.17
2014-01-31,0.36,257.5,3.73
2014-02-28,0.38,258.6,4.13
2014-03-31,0.41,260.0,4.67
2014-04-30,0.45,261.7,5.42
2014-05-31,0.35,257.3,3.66
2014-06-30,0.37,258.4,4.06
2014-07-31,0.4,259.6,4.51
2014-08-31,0.39,258.9,4.27
2014-09-30,0.37,258.3,4.03
2014-10-31,0.38,258.5,4.1
2014-11-30,0.32,256.3,3.32
2014-12-31,0.3,255.4,3.06
2015-01-31,0.33,256.6,3.42
2015-02-28,0.39,259.2,4.38
2015-03-31,0.41,260.1,4.73
2015-04-30,0.38,258.6,4.13
2015-05-31,0.48,263.1,6.05
2015-06-30,0.42,260.4,4.87
2015-07-31,0.36,257.8,3.85
2015-08-31,0.3,255.5,3.06
2015-09-30,0.35,257.5,3.72
2015-10-31,0.41,260.2,4.78
2015-11-30,0.36,257.6,3.78
2015-12-31,0.41,259.9,4.64
2016-01-31,0.37,258.0,3.91
2016-02-29,0.55,266.3,7.69
2016-03-31,0.45,261.7,5.44
2016-04-30,0.5,263.8,6.42
2016-05-31,0.45,261.7,5.42
2016-06-30,0.23,252.6,2.3
2016-07-31,0.31,255.9,3.19
2016-08-31,0.39,259.1,4.34
2016-09-30,0.4,259.4,4.44
2016-10-31,0.37,258.2,4.0
2016-11-30,0.37,258.0,3.93
2016-12-31,0.34,256.8,3.49
2017-01-31,0.36,257.8,3.83
2017-02-28,0.4,259.5,4.49
2017-03-31,0.44,261.3,5.24
2017-04-30,0.46,262.0,5.55
2017-05-31,0.46,262.0,5.54
2017-06-30,0.43,260.7,4.98
2017-07-31,0.24,252.8,2.33
2017-08-31,0.28,254.3,2.74
2017-09-30,0.32,256.2,3.28
2017-10-31,0.42,260.4,4.86
2017-11-30,0.37,258.3,4.02
2017-12-31,0.33,256.7,3.45
2018-01-31,0.36,257.6,3.77
2018-02-28,0.41,260.1,4.75
2018-03-31,0.42,260.4,4.85
2018-04-30,0.42,260.3,4.83
2018-05-31,0.42,260.3,4.83
2018-06-30,0.32,256.1,3.26
2018-07-31,0.33,256.7,3.45
2018-08-31,0.35,257.3,3.66
2018-09-30,0.38,258.7,4.17
2018-10-31,0.41,260.1,4.73
2018-11-30,0.38,258.4,4.07
2018-12-31,0.31,255.7,3.15
2019-01-31,0.34,257.0,3.55
2019-02-28,0.35,257.4,3.7
2019-03-31,0.41,260.1,4.74
2019-04-30,0.41,259.8,4.62
2019-05-31,0.51,264.3,6.69
2019-06-30,0.46,262.0,5.58
2019-07-31,0.41,260.0,4.68
2019-08-31,0.36,257.7,3.79
2019-09-30,0.44,261.2,5.22
2019-10-31,0.41,259.9,4.66
2019-11-30,0.44,261.2,5.18
2019-12-31,0.4,259.6,4.51
2020-01-31,0.39,259.1,4.32
2020-02-29,0.43,260.9,5.07
2020-03-31,0.41,260.1,4.71
2020-04-30,0.43,260.8,5.01
2020-05-31,0.43,260.9,5.07
2020-06-30,0.25,253.1,2.42
2020-07-31,0.35,257.1,3.59
2020-08-31,0.53,265.4,7.22
2020-09-30,0.47,262.4,5.75
2020-10-31,0.45,261.8,5.47
2020-11-30,0.42,260.4,4.84
2020-12-31,0.41,260.0,4.7
2021-01-31,0.42,260.4,4.87
2021-02-28,0.44,261.3,5.25
2021-03-31,0.47,262.4,5.76
2021-04-30,0.52,265.3,7.16
2021-05-31,0.46,262.3,5.69
2021-06-30,0.43,260.8,5.02
2021-07-31,0.3,255.3,3.01
2021-08-31,0.41,260.0,4.68
2021-09-30,0.43,260.6,4.95
2021-10-31,0.42,260.4,4.84
2021-11-30,0.41,260.1,4.72
2021-12-31,0.39,259.1,4.32
2022-01-31,0.4,259.4,4.46
2022-02-28,0.45,261.8,5.48
2022-03-31,0.48,263.1,6.09
2022-04-30,0.53,265.4,7.21
2022-05-31,0.5,263.9,6.47
2022-06-30,0.27,254.1,2.67
2022-07-31,0.5,263.8,6.42
2022-08-31,0.27,254.1,2.67
2022-09-30,0.5,263.8,6.4
2022-10-31,0.46,262.1,5.61
2022-11-30,0.44,261.1,5.17
2022-12-31,0.41,260.1,4.75
2023-01-31,0.44,260.9,5.08
2023-02-28,0.48,263.0,6.02
2023-03-31,0.49,263.7,6.35
2023-04-30,0.55,266.3,7.74
2023-05-31,0.5,264.0,6.49
2023-06-30,0.44,261.4,5.27
2023-07-31,0.26,253.5,2.51
2023-08-31,0.37,258.1,3.95
2023-09-30,0.48,263.2,6.12
2023-10-31,0.49,263.7,6.35
2023-11-30,0.46,262.0,5.55
2023-12-31,0.48,263.3,6.17
2024-01-31,0.43,260.9,5.05
2024-02-29,0.43,260.8,5.02
2024-03-31,0.44,261.4,5.27
2024-04-30,0.52,265.0,7.03
2024-05-31,0.48,263.2,6.11
2024-06-30,0.51,264.4,6.7
2024-07-31,0.49,263.4,6.2
2024-08-31,0.47,262.4,5.75
2024-09-30,0.48,263.0,6.04
2024-10-31,0.49,263.4,6.21
2024-11-30,0.43,260.7,4.98
2024-12-31,0.43,260.8,5.03
2025-01-31,0.43,260.7,4.96
2025-02-28,0.49,263.5,6.28
2025-03-31,0.51,264.6,6.84
2025-04-30,0.56,266.5,7.82
2025-05-31,0.56,266.5,7.82
