Time,area_km2,elevation_m,changed_storage_mcm
2009-01-31,24.7,100.5,147.66
2009-02-28,24.7,100.5,147.66
2009-03-31,28.9,101.6,176.04
2009-04-30,32.56,102.5,202.65
2009-05-31,43.35,105.2,306.28
2009-06-30,38.0,103.8,248.59
2009-07-31,30.97,102.1,190.75
2009-08-31,45.01,105.7,327.94
2009-09-30,22.55,100.0,133.89
2009-10-31,36.52,103.4,234.98
2009-11-30,39.58,104.2,264.24
2009-12-31,40.52,104.4,274.34
2010-01-31,32.1,102.4,199.18
2010-02-28,34.17,102.8,214.64
2010-03-31,32.55,102.5,202.57
2010-04-30,30.91,102.1,190.32
2010-05-31,33.25,102.6,207.78
2010-06-30,30.89,102.1,190.17
2010-07-31,29.0,101.6,176.77
2010-08-31,31.19,102.2,192.41
2010-09-30,33.38,102.7,208.7
2010-10-31,41.99,104.8,290.19
2010-11-30,35.89,103.2,229.15
2010-12-31,29.78,101.8,182.22
2011-01-31,32.81,102.5,204.51
2011-02-28,35.85,103.2,228.77
2011-03-31,32.57,102.5,202.72
2011-04-30,29.3,101.7,178.86
2011-05-31,28.33,101.5,172.04
2011-06-30,30.25,101.9,185.51
2011-07-31,32.17,102.4,199.7
2011-08-31,34.09,102.8,214.01
2011-09-30,36.01,103.3,230.27
2011-10-31,37.93,103.8,247.94
2011-11-30,37.12,103.6,240.51
2011-12-31,36.31,103.4,233.08
2012-01-31,35.51,103.2,225.65
2012-02-29,34.7,103.0,218.57
2012-03-31,33.89,102.8,212.56
2012-04-30,33.09,102.6,206.54
2012-05-31,32.89,102.5,205.06
2012-06-30,32.41,102.4,201.54
2012-07-31,31.94,102.3,198.01
2012-08-31,34.53,102.9,217.34
2012-09-30,37.13,103.6,240.57
2012-10-31,39.72,104.2,265.7
2012-11-30,34.48,102.9,216.96
2012-12-31,29.25,101.7,178.49
2013-01-31,29.61,101.8,181.03
2013-02-28,29.97,101.9,183.58
2013-03-31,30.33,102.0,186.12
2013-04-30,30.6,102.0,188.03
2013-05-31,36.44,103.4,234.25
2013-06-30,30.64,102.0,188.29
2013-07-31,35.66,103.2,227.06
2013-08-31,40.47,104.4,273.76
2013-09-30,45.28,105.8,331.43
2013-10-31,40.62,104.5,275.38
2013-11-30,35.96,103.3,229.83
2013-12-31,34.66,102.9,218.26
2014-01-31,32.63,102.5,203.19
2014-02-28,30.91,102.1,190.35
2014-03-31,29.96,101.9,183.47
2014-04-30,33.42,102.7,209.05
2014-05-31,37.68,103.7,245.69
2014-06-30,30.41,102.0,186.66
2014-07-31,29.93,101.9,183.25
2014-08-31,39.63,104.2,264.76
2014-09-30,38.5,103.9,253.17
2014-10-31,31.04,102.1,191.33
2014-11-30,26.67,101.1,160.44
2014-12-31,30.26,101.9,185.61
2015-01-31,33.85,102.8,212.25
2015-02-28,32.16,102.4,199.65
2015-03-31,37.17,103.6,240.93
2015-04-30,34.37,102.9,216.12
2015-05-31,31.67,102.3,196.01
2015-06-30,29.16,101.7,177.86
2015-07-31,31.27,102.2,193.01
2015-08-31,33.38,102.7,208.76
2015-09-30,31.9,102.3,197.7
2015-10-31,32.31,102.4,200.76
2015-11-30,31.53,102.2,194.95
2015-12-31,30.9,102.1,190.22
2016-01-31,31.23,102.2,192.7
2016-02-29,27.36,101.2,165.23
2016-03-31,31.25,102.2,192.85
2016-04-30,29.64,101.8,181.22
2016-05-31,30.11,101.9,184.51
2016-06-30,31.77,102.3,196.72
2016-07-31,34.69,103.0,218.53
2016-08-31,34.34,102.9,215.89
2016-09-30,30.27,101.9,185.63
2016-10-31,37.39,103.6,243.01
2016-11-30,34.65,102.9,218.17
2016-12-31,37.59,103.7,244.81
2017-01-31,40.53,104.4,274.43
2017-02-28,43.47,105.2,307.89
2017-03-31,39.76,104.2,266.1
2017-04-30,40.63,104.5,275.47
2017-05-31,43.75,105.3,311.56
2017-06-30,38.25,103.8,250.9
2017-07-31,38.2,103.8,250.45
2017-08-31,33.96,102.8,213.09
2017-09-30,35.23,103.1,223.11
2017-10-31,42.5,104.9,295.62
2017-11-30,40.9,104.5,278.4
2017-12-31,39.3,104.1,261.18
2018-01-31,37.7,103.7,245.85
2018-02-28,41.99,104.8,290.11
2018-03-31,39.59,104.2,264.29
2018-04-30,37.51,103.7,244.13
2018-05-31,38.37,103.9,251.97
2018-06-30,30.26,101.9,185.62
2018-07-31,31.09,102.1,191.65
2018-08-31,38.07,103.8,249.21
2018-09-30,40.69,104.5,276.11
2018-10-31,33.31,102.6,208.23
2018-11-30,27.56,101.3,166.64
2018-12-31,34.78,103.0,219.19
2019-01-31,45.56,105.8,335.07
2019-02-28,42.61,105.0,296.88
2019-03-31,37.95,103.8,248.17
2019-04-30,31.84,102.3,197.26
2019-05-31,35.03,103.0,221.24
2019-06-30,40.61,104.4,275.3
2019-07-31,31.62,102.3,195.62
2019-08-31,31.42,102.2,194.11
2019-09-30,36.66,103.4,236.23
2019-10-31,32.7,102.5,203.68
2019-11-30,49.72,107.7,426.25
2019-12-31,38.77,104.0,255.67
2020-01-31,43.8,105.3,312.13
2020-02-29,40.98,104.5,279.31
2020-03-31,39.49,104.2,263.21
2020-04-30,38.38,103.9,252.06
2020-05-31,36.29,103.3,232.84
2020-06-30,38.3,103.8,251.34
2020-07-31,37.3,103.6,242.14
2020-08-31,38.65,103.9,254.57
2020-09-30,35.66,103.2,227.05
2020-10-31,31.58,102.2,195.3
2020-11-30,46.24,106.1,345.06
2020-12-31,43.38,105.2,306.73
2021-01-31,40.53,104.4,274.46
2021-02-28,44.98,105.7,327.59
2021-03-31,41.23,104.6,281.98
2021-04-30,39.65,104.2,264.99
2021-05-31,37.88,103.7,247.53
2021-06-30,38.09,103.8,249.44
2021-07-31,33.41,102.7,208.99
2021-08-31,36.48,103.4,234.63
2021-09-30,38.53,103.9,253.51
2021-10-31,42.72,105.0,298.12
2021-11-30,40.53,104.4,274.43
2021-12-31,32.23,102.4,200.2
2022-01-31,45.07,105.7,328.79
2022-02-28,33.07,102.6,206.41
2022-03-31,40.26,104.4,271.54
2022-04-30,43.39,105.2,306.79
2022-05-31,40.96,104.5,279.11
2022-06-30,44.42,105.5,320.23
2022-07-31,40.04,104.3,269.15
2022-08-31,45.26,105.8,331.2
2022-09-30,47.97,106.8,381.92
2022-10-31,48.11,106.9,384.78
2022-11-30,47.69,106.7,375.88
2022-12-31,36.8,103.5,237.6
2023-01-31,43.25,105.2,304.94
2023-02-28,43.1,105.1,303.03
2023-03-31,42.47,104.9,295.27
2023-04-30,41.02,104.6,279.67
2023-05-31,39.59,104.2,264.31
2023-06-30,42.47,104.9,295.3
2023-07-31,41.0,104.6,279.46
2023-08-31,43.86,105.3,312.92
2023-09-30,43.61,105.3,309.64
2023-10-31,42.48,104.9,295.41
2023-11-30,41.79,104.8,288.0
2023-12-31,31.23,102.2,192.74
2024-01-31,43.81,105.3,312.23
2024-02-29,45.72,105.9,337.22
2024-03-31,45.04,105.7,328.32
2024-04-30,43.27,105.2,305.31
2024-05-31,42.09,104.8,291.18
2024-06-30,36.69,103.4,236.57
2024-07-31,37.37,103.6,242.77
2024-08-31,37.63,103.7,245.16
2024-09-30,38.4,103.9,252.25
2024-10-31,32.13,102.4,199.42
2024-11-30,41.15,104.6,281.13
2024-12-31,33.71,102.7,211.21
2025-01-31,44.37,105.5,319.63
2025-02-28,35.6,103.2,226.48
2025-03-31,44.41,105.5,320.08
2025-04-30,42.54,105.0,296.1
2025-05-31,38.27,103.8,251.11
