Time,area_km2,elevation_m,changed_storage_mcm
2019-01-31,66.93,279.6,856.46
2019-02-28,70.95,283.8,1146.39
2019-03-31,70.73,283.5,1123.09
2019-04-30,70.99,283.9,1150.96
2019-05-31,64.56,278.7,794.8
2019-06-30,65.85,279.3,834.0
2019-07-31,60.04,276.6,661.04
2019-08-31,62.25,276.9,683.14
2019-09-30,70.13,282.6,1061.21
2019-10-31,68.52,280.5,914.28
2019-11-30,68.28,280.2,893.92
2019-12-31,67.96,279.9,878.01
2020-01-31,69.18,281.3,971.1
2020-02-29,68.74,280.8,932.97
2020-03-31,71.03,283.9,1154.57
2020-04-30,77.77,291.9,1749.92
2020-05-31,68.7,280.7,929.69
2020-06-30,68.07,280.0,880.23
2020-07-31,67.44,279.8,867.05
2020-08-31,71.77,284.9,1224.52
2020-09-30,53.97,275.6,606.32
2020-10-31,70.74,283.5,1124.03
2020-11-30,68.3,280.2,895.85
2020-12-31,68.35,280.3,900.15
2021-01-31,68.13,280.0,881.69
2021-02-28,68.28,280.2,894.5
2021-03-31,69.3,281.5,982.57
2021-04-30,68.41,280.4,905.67
2021-05-31,68.49,280.4,911.8
2021-06-30,61.49,276.8,675.54
2021-07-31,65.62,279.2,829.17
2021-08-31,64.47,278.6,789.58
2021-09-30,67.4,279.8,866.24
2021-10-31,69.17,281.3,970.32
2021-11-30,69.74,282.0,1022.09
2021-12-31,68.96,281.0,951.7
2022-01-31,68.46,280.4,909.31
2022-02-28,67.93,279.9,877.42
2022-03-31,70.21,282.7,1068.73
2022-04-30,70.9,283.7,1140.93
2022-05-31,67.25,279.7,863.24
2022-06-30,69.26,281.4,978.55
2022-07-31,71.27,284.2,1177.55
2022-08-31,73.38,287.0,1379.08
2022-09-30,73.83,287.6,1419.72
2022-10-31,71.58,284.7,1206.67
2022-11-30,69.28,281.4,980.58
2022-12-31,68.89,280.9,945.64
2023-01-31,67.76,279.9,873.72
2023-02-28,68.55,280.5,916.81
2023-03-31,80.93,295.1,2002.37
2023-04-30,74.57,288.4,1484.13
2023-05-31,68.22,280.1,888.87
2023-06-30,66.15,279.4,840.33
2023-07-31,61.64,276.8,677.07
2023-08-31,52.84,275.4,597.42
2023-09-30,73.23,286.8,1365.18
2023-10-31,72.42,285.8,1286.96
2023-11-30,69.92,282.3,1040.07
2023-12-31,68.35,280.3,900.44
2024-01-31,67.62,279.8,870.81
2024-02-29,67.28,279.7,863.75
2024-03-31,68.55,280.5,917.09
2024-04-30,68.53,280.5,915.64
2024-05-31,68.57,280.5,918.71
2024-06-30,67.51,279.8,868.59
2024-07-31,66.45,279.5,846.48
2024-08-31,68.56,280.5,917.74
2024-09-30,74.76,288.7,1499.52
2024-10-31,75.09,289.0,1527.91
2024-11-30,71.31,284.3,1181.27
2024-12-31,69.75,282.0,1022.77
2025-01-31,69.39,281.6,990.28
2025-02-28,68.43,280.4,907.0
2025-03-31,69.68,282.0,1016.02
2025-04-30,68.29,280.2,895.36
2025-05-31,67.22,279.7,862.48
