Time,area_km2,elevation_m,changed_storage_mcm
2016-01-31,0.37,417.4,3.23
2016-02-29,0.39,417.7,3.36
2016-03-31,0.4,418.3,3.57
2016-04-30,0.37,417.4,3.25
2016-05-31,0.18,409.7,1.14
2016-06-30,0.2,410.7,1.34
2016-07-31,0.33,415.9,2.71
2016-08-31,0.26,413.2,1.88
2016-09-30,0.18,410.0,1.2
2016-10-31,0.57,423.2,5.98
2016-11-30,0.5,421.2,4.9
2016-12-31,0.44,419.2,3.97
2017-01-31,0.39,417.7,3.36
2017-02-28,0.33,415.9,2.69
2017-03-31,0.41,418.5,3.66
2017-04-30,0.49,420.9,4.75
2017-05-31,0.49,420.9,4.73
2017-06-30,0.52,421.7,5.18
2017-07-31,0.3,414.5,2.25
2017-08-31,0.32,415.2,2.47
2017-09-30,0.52,421.6,5.1
2017-10-31,0.51,421.4,5.03
2017-11-30,0.51,421.3,4.96
2017-12-31,0.5,421.2,4.89
2018-01-31,0.5,421.1,4.83
2018-02-28,0.49,420.9,4.76
2018-03-31,0.45,419.6,4.14
2018-04-30,0.43,418.9,3.85
2018-05-31,0.41,418.4,3.64
2018-06-30,0.39,417.9,3.44
2018-07-31,0.44,419.1,3.94
2018-08-31,0.48,420.6,4.58
2018-09-30,0.41,418.4,3.61
2018-10-31,0.34,416.0,2.75
2018-11-30,0.26,413.3,1.94
2018-12-31,0.19,410.5,1.28
2019-01-31,0.28,413.7,2.02
2019-02-28,0.59,424.1,6.47
2019-03-31,0.59,423.9,6.38
2019-04-30,0.55,422.7,5.72
2019-05-31,0.52,421.6,5.1
2019-06-30,0.47,420.3,4.46
2019-07-31,0.51,421.5,5.03
2019-08-31,0.55,422.7,5.72
2019-09-30,0.6,424.3,6.63
2019-10-31,0.55,422.6,5.66
2019-11-30,0.58,423.7,6.28
2019-12-31,0.57,423.4,6.1
2020-01-31,0.47,420.2,4.42
2020-02-29,0.36,417.1,3.12
2020-03-31,0.55,422.5,5.57
2020-04-30,0.16,408.8,0.98
2020-05-31,0.22,411.6,1.51
2020-06-30,0.32,415.5,2.58
2020-07-31,0.19,410.2,1.24
2020-08-31,0.39,417.8,3.37
2020-09-30,0.35,416.7,2.99
2020-10-31,0.58,423.5,6.15
2020-11-30,0.6,424.3,6.58
2020-12-31,0.35,416.5,2.91
2021-01-31,0.54,422.4,5.54
2021-02-28,0.35,416.7,2.96
2021-03-31,0.54,422.3,5.48
2021-04-30,0.18,410.0,1.19
2021-05-31,0.52,421.7,5.16
2021-06-30,0.2,410.8,1.34
2021-07-31,0.47,420.4,4.5
2021-08-31,0.29,414.2,2.18
2021-09-30,0.57,423.3,6.05
2021-10-31,0.55,422.5,5.57
2021-11-30,0.57,423.4,6.1
2021-12-31,0.6,424.3,6.63
2022-01-31,0.58,423.7,6.25
2022-02-28,0.1,406.0,0.62
2022-03-31,0.13,407.6,0.81
2022-04-30,0.49,420.9,4.77
2022-05-31,0.34,416.2,2.79
2022-06-30,0.44,419.2,3.97
2022-07-31,0.54,422.2,5.43
2022-08-31,0.34,416.2,2.81
2022-09-30,0.62,424.9,6.98
2022-10-31,0.52,421.6,5.08
2022-11-30,0.54,422.3,5.48
2022-12-31,0.55,422.8,5.73
2023-01-31,0.58,423.6,6.2
2023-02-28,0.55,422.5,5.57
2023-03-31,0.48,420.6,4.62
2023-04-30,0.57,423.2,5.95
2023-05-31,0.51,421.4,5.0
2023-06-30,0.48,420.5,4.55
2023-07-31,0.34,416.2,2.81
2023-08-31,0.44,419.1,3.93
2023-09-30,0.53,422.0,5.3
2023-10-31,0.47,420.3,4.45
2023-11-30,0.5,421.2,4.91
2023-12-31,0.52,421.6,5.1
2024-01-31,0.49,420.8,4.72
2024-02-29,0.46,420.1,4.38
2024-03-31,0.44,419.2,3.98
2024-04-30,0.56,423.0,5.84
2024-05-31,0.54,422.3,5.49
2024-06-30,0.36,417.0,3.1
2024-07-31,0.46,419.9,4.29
2024-08-31,0.55,422.5,5.57
2024-09-30,0.68,427.5,8.71
2024-10-31,0.63,425.1,7.09
2024-11-30,0.48,420.6,4.61
2024-12-31,0.22,411.5,1.49
2025-01-31,0.58,423.6,6.2
2025-02-28,0.55,422.7,5.7
2025-03-31,0.53,421.9,5.24
2025-04-30,0.45,419.6,4.15
2025-05-31,0.5,421.2,4.91
