id,reservoir_name,dam_name,station_name,station_type,country,commission_year,status,dam_height_m,dam_length_m,max_area_km2,min_area_km2,normal_area_km2,max_capacity_mcm,min_capacity_mcm,normal_capacity_mcm,average_depth_m,dam_crest_elevation_m,reservoir_normal_elevation_m,reservoir_minimum_elevation_m,water_head_m,design_flow_m3s,power_mw,main_use,second_use,longitude,latitude,dynamic_id,dup_group
7100,Dong Nai 4,Dong Nai IV,Dong Nai 4,Storage,Vietnam,2010,Operational,128.0,509.0,8.670475465,6.399736385,8.5,334.4956999,218.7022251,284.321344915,49.4,-999.9,-999.9,473.8223412,-99.0,-999.9,340.0,Hydropower,SEAWEA_UNKNOWN,107.729931,11.884429,27.0,
7101,Thac Mo,Thac Mo,Thac Mo,Storage,Vietnam,1995,Operational,50.0,460.0,118.0579237,60.44278875,109.0,1019.15025,329.2884485,866.2777125,11.9,-999.9,-999.9,203.4395982,-999.9,-999.9,150.0,Flood control,SEAWEA_UNKNOWN,107.022483,11.847717,164.0,
7407,Dong Nai 5,Dong Nai 5,Dong Nai 5,Storage,Vietnam,2015,Operational,72.0,-99.0,-99.0,-99.0,3.68,-99.0,-99.0,106.0,29.0,-999.9,-999.9,-999.9,-99.0,-999.9,150.0,Hydropower,SEAWEA_UNKNOWN,107.553385,11.793564,,
40270,Da M'bri,Dam'Bri,Dam'Bri,Storage,Vietnam,2014,Operational,54.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,56.3,16.5,-999.9,-999.9,-999.9,419.4,-999.9,75.0,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,107.670274,11.585717,,
40271,Dai Ninh,Dai Ninh,Dai Ninh,Storage,Vietnam,2007,Operational,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,319.77,18.5,-999.9,-999.9,-999.9,627.0,-999.9,300.0,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,108.320652,11.651127,,
40253,Da Dang 2,Da Dang 2,Da Dang 2,Run of River,Vietnam,2010,Operational,5.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,0.91,-99.0,-999.9,-999.9,-999.9,85.52,-999.9,34.0,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,108.246366,11.722192,,
40259,SEAWEA_UNKNOWN,Srok Phu Mieng,Srok Phu Mieng,SEAWEA_UNKNOWN,Vietnam,2006,Operational,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,99.3,-99.0,-999.9,-999.9,-999.9,-99.0,-999.9,51.0,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,106.755712,11.768518,,
40260,Can Don,Can Don,Can Don,Storage,Vietnam,2004,Operational,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,165.0,-99.0,-999.9,-999.9,-999.9,-99.0,-999.9,77.0,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,106.843431,11.968737,,
40269,Bac Binh,Bac Binh,Bac Binh,SEAWEA_UNKNOWN,Vietnam,2007,Operational,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,5.890000000000001,14.7,-999.9,-999.9,-999.9,-999.9,-999.9,33.0,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,108.351677,11.45759,,
137,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,Dak R'Tih Lower ,SEAWEA_UNKNOWN,Vietnam,2011,Operational,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,62.0,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,107.672195,11.913306,,
231,Duc Thanh,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,Vietnam,2018,Operational,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,30.0,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,107.271677,11.671296,,
381,Chiew Larn,Rajjaprabha,Rajjaprabha,Storage,Thailand,1987,Operational,94.0,969.0,330.0,165.0,330.0,6144.38,4200.0,5640.0,39.1,-999.9,-999.9,84.74050705,-99.0,-999.9,240.0,Irrigation,SEAWEA_UNKNOWN,98.793103,8.972899,139.0,17.0
1897,Ngamoeyeik,Ngamoeyeik,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,Myanmar,1996,Operational,23.0,-99.0,30.9898824,10.49727233,-99.0,122.9576112,15.25538344,104.51396952,8.6,-999.9,-999.9,26.54218429,-999.9,-999.9,-99.0,Irrigation,SEAWEA_UNKNOWN,96.155622,17.35294,127.0,
1900,Tabuhla,Tabuhla,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,Myanmar,1981,Operational,-99.0,-99.0,10.23057818,14.51881333,-99.0,240.036,240.0,240.0,17.4,-999.9,-999.9,37.1150119,-999.9,-999.9,-99.0,Water supply,SEAWEA_UNKNOWN,96.039583,17.248467,160.0,
45,Thonze,Thonze,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,Myanmar,2002,Operational,46.0,402.316367,24.56390805,11.44297865,-999.9,199.0140594,64.08688509,-999.9,-999.9,-999.9,-999.9,75.30048587,-999.9,-999.9,-999.9,Irrigation,SEAWEA_UNKNOWN,95.9791,17.7834,45.0,
47,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,Myanmar,2012,Operational,-999.9,-999.9,23.9944534,10.45406893,-999.9,171.941606,44.01106075,-999.9,-999.9,-999.9,-999.9,64.14047178,-999.9,-999.9,-999.9,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,96.3041,17.7207,47.0,
48,Unknown 88,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,Myanmar,2012,Operational,-999.9,-999.9,16.62759101,6.703713628,-999.9,119.5248634,34.3897968,-999.9,-999.9,-999.9,-999.9,40.6842504,-999.9,-999.9,-999.9,Irrigation,SEAWEA_UNKNOWN,96.3652,17.5537,48.0,
59,Kantin-BeeLin,Kantin-BeeLin,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,Myanmar,2002,Operational,38.0,335.0,12.62563559,5.21781191,-999.9,105.0795037,25.57489222,-999.9,-999.9,-999.9,-999.9,73.8315922,-999.9,-999.9,-999.9,Irrigation,SEAWEA_UNKNOWN,95.9188,17.9612,59.0,
1938,Song Hinh 1,Song Hinh 1,Song Hinh,Storage,Vietnam,2000,Operational,42.0,940.0,57.16215599,22.67621466,41.0,379.6021695,73.17388285,357.0,10.8,-999.9,-999.9,155.6814635,141.0,-999.9,70.0,Hydropower,SEAWEA_UNKNOWN,108.947919,12.931252,153.0,
7126,Krong Hnang,Krong H'nang,Krong H'Nang ,SEAWEA_UNKNOWN,Vietnam,2010,Operational,49.0,1068.0,13.09031865,6.919032057,9.0,153.5781657,70.41466062,130.54144084499998,19.2,-999.9,-999.9,247.8224896,-99.0,-999.9,64.0,Hydropower,SEAWEA_UNKNOWN,108.714652,12.939641,73.0,
7133,Ba Ha,Ba Ha,Song Ba Ha,Storage,Vietnam,2009,Operational,46.0,1357.0,42.59318533,29.54513042,36.2042075305,307.0942172,186.7251902,261.03008461999997,7.9,-999.9,-999.9,102.1489048,-99.0,-999.9,220.0,Hydropower,SEAWEA_UNKNOWN,108.901747,13.018642,5.0,
7580,An Khe - Kanak,An Khe Kanak,An Khe - Kanak,Storage,Vietnam,2009,Operational,-99.0,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,329.0,-999.9,-999.9,-999.9,-999.9,377.5,-999.9,173.0,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,108.6796,14.0148,,
1939,Kaengkrachan,Kaengkrachan,SEAWEA_UNKNOWN,Storage,Thailand,1966,Operational,58.0,760.0,49.94441627,25.9925416,46.5,900.0,153.7656049,710.0,14.7,-999.9,-999.9,81.39775428,-99.0,-999.9,19.0,Hydropower,SEAWEA_UNKNOWN,99.629389,12.916373,62.0,
1944,Pranburi,Pranburi,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,Thailand,1978,Operational,42.0,1500.0,29.80330144,14.09208543,25.332806224,490.0,50.85529457,445.0,16.8,-999.9,-999.9,45.26106521,-999.9,-999.9,-99.0,Multiple purpose,SEAWEA_UNKNOWN,99.792168,12.468709,135.0,
1980,Pedu,Pedu,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,Malaysia,1969,Operational,61.0,220.0,55.88635614,40.26455078,-99.0,1100.0,305.2364462,1047.8,21.7,-999.9,-999.9,97.3577747,-999.9,-999.9,-99.0,Irrigation,SEAWEA_UNKNOWN,100.768807,6.239739,132.0,
10619,SEAWEA_UNKNOWN,Ahning,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,Malaysia,1989,Operational,-99.0,-99.0,12.0,-99.0,-99.0,275.0,-99.0,-99.0,17.8,-999.9,-999.9,-999.9,-999.9,-999.9,-99.0,Water supply,SEAWEA_UNKNOWN,100.728941,6.362639,,
1982,Bang Lang,Bang Lang,Bang Lang,Storage,Thailand,1981,Operational,85.0,422.0,51.0,24.97304539,50.9,1589.82875,1400.0,1404.0,34.1,-999.9,-999.9,101.1202062,58.0,-999.9,72.0,Irrigation,SEAWEA_UNKNOWN,101.271348,6.15479,9.0,
6898,Kamchay,Kamchay,Kamchay,Storage,Cambodia,2012,Operational,112.0,550.0,16.46462983,10.41545297,14.59,513.8476467,249.1864762,436.770499695,49.4,-999.9,-999.9,135.0790019,122.0,-999.9,193.0,Hydropower,SEAWEA_UNKNOWN,104.117228,10.704749,63.0,
6965,Beris,Beris,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,Malaysia,2004,Operational,40.0,155.0,11.82192335,8.063374724,10.0486348475,101.6327984,52.79741847,86.38787864,10.7,-999.9,-999.9,84.64156011,-999.9,-999.9,-99.0,Irrigation,SEAWEA_UNKNOWN,100.746798,5.972568,10.0,
7680,SEAWEA_UNKNOWN,Muda,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,Malaysia,1966,Operational,-99.0,-99.0,15.5,-99.0,-99.0,160.0,-99.0,-99.0,18.1,-999.9,-999.9,-999.9,-999.9,-999.9,-99.0,Irrigation,SEAWEA_UNKNOWN,100.857136,6.115809,,
7086,Ban Ve,Ban Ve,Ban Ve,Storage,Vietnam,2010,Operational,135.0,480.0,41.30651935,22.12418666,29.82,1539.449413,570.1269995,1308.53200105,61.7,-999.9,-999.9,169.4437178,46.41,-999.9,320.0,Hydropower,SEAWEA_UNKNOWN,104.483696,19.346401,8.0,
39305,Chi Khe,Chi Khe,Chi Khe ,SEAWEA_UNKNOWN,Vietnam,2017,Operational,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-999.9,-999.9,-999.9,-999.9,-999.9,41.0,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,104.802869,19.088064,,
7655,Huong Son,Huong Son,Huong Son,Run of River,Vietnam,2012,Operational,-99.0,-999.9,-999.9,-999.9,0.48,-999.9,-999.9,3.2,-999.9,-999.9,-999.9,-999.9,462.5,-999.9,33.0,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,105.1513,18.446,,
7688,Nam Pong,Nam Pong,Nam Pong,Run of River,Vietnam,2014,Operational,-99.0,-999.9,-999.9,-999.9,0.32,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-99.0,-999.9,32.0,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,105.0377,19.5184,,
236,Khe Bo,SEAWEA_UNKNOWN,Khe Bo ,SEAWEA_UNKNOWN,Vietnam,2013,Operational,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,100.0,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,104.663829,19.18123,,
364,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,Nhan Hac A ,SEAWEA_UNKNOWN,Vietnam,2018,Operational,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,55.0,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,104.973,19.55474,,
7088,Binh Dien,Binh Dien,Binh Dien,Storage,Vietnam,2008,Operational,75.0,208.0,15.072738,6.870870077,8.94,381.4450307,106.7574394,324.228276095,47.6,-999.9,-999.9,64.3855772,72.68,-999.9,44.0,Hydropower,SEAWEA_UNKNOWN,107.502939,16.317194,13.0,
7136,Ta Trach,Ta Trach,Ta Trach,Storage,Vietnam,2014,Operational,56.0,1187.0,25.9190225,7.04259991,15.99,416.3393811,43.06867651,353.88847393500004,40.5,-999.9,-999.9,23.37866864,30.043,-999.9,21.0,Hydropower,SEAWEA_UNKNOWN,107.631312,16.309378,158.0,
39149,Huong Dien,Huong Dien,Huong Dien,Storage,Vietnam,2010,Operational,81.7,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,820.0,-99.0,-999.9,-999.9,-999.9,49.6,-999.9,81.0,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,107.425219,16.458762,,
7093,Dakrinh,Dakrinh,DakDrinh,Storage,Vietnam,2008,Operational,94.0,-99.0,8.210369299,4.416792286,6.97881390415,206.711806,74.8306772,175.7050351,42.4,-999.9,-999.9,393.2145172,-99.0,-999.9,125.0,Hydropower,SEAWEA_UNKNOWN,108.301463,14.977262,22.0,
7128,Nuoc Trong,Nuoc Trong,Nuoc Trong,SEAWEA_UNKNOWN,Vietnam,2013,Operational,68.0,454.0,12.69042578,5.234432114,10.786861913,303.9438354,63.40833509,290.0,56.4,-999.9,-999.9,107.5597208,-99.0,-999.9,16.5,Hydropower,SEAWEA_UNKNOWN,108.414588,15.081144,129.0,
133,Dak Re,SEAWEA_UNKNOWN,Dak Re ,SEAWEA_UNKNOWN,Vietnam,2019,Operational,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,60.0,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,108.48294,14.60551,,
411,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,Son Tra 1A ,SEAWEA_UNKNOWN,Vietnam,2019,Operational,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,30.0,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,108.42447,14.84632,,
412,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,Son Tra 1B ,SEAWEA_UNKNOWN,Vietnam,2019,Operational,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,30.0,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,108.453365,14.869594,,
7094,Dinh Binh,Dinh Binh,Dinh Binh,Storage,Vietnam,2008,Operational,55.0,571.0,13.07155892,5.773320578,12.0,230.9255238,51.69950679,226.0,21.3,-999.9,-999.9,75.40794844,30.74,-999.9,9.9,Flood control,SEAWEA_UNKNOWN,108.772744,14.157348,24.0,
7745,SEAWEA_UNKNOWN,Vinh Son,Vinh Son,Storage,Vietnam,2001,Operational,-99.0,-999.9,-999.9,-999.9,2.51,-999.9,-999.9,25.74,10.19999981,-999.9,-999.9,-999.9,88.0,-999.9,66.0,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,108.6943,14.3656,,
7130,Quang Tri,Quang Tri,Rao Quan 1 ,SEAWEA_UNKNOWN,Vietnam,2008,Operational,75.0,-99.0,10.31408012,5.292466844,8.0,200.7828173,82.17032491,163.0,19.6,-999.9,-999.9,469.2476931,-99.0,-999.9,64.0,Hydropower,SEAWEA_UNKNOWN,106.703153,16.689485,138.0,
7276,Prasae,Prasae,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,Thailand,2005,Operational,24.0,2380.0,3.944,-99.0,-99.0,322.0,-99.0,252.0,7.3,-999.9,-999.9,-999.9,-999.9,-999.9,-99.0,Irrigation,SEAWEA_UNKNOWN,101.563552,12.978951,,
7632,Ho Nui Coc,Nui Coc,Ho Nui Coc ,SEAWEA_UNKNOWN,Vietnam,2009,Operational,27.0,-99.0,-99.0,-99.0,-99.0,176.0,175.5,-99.0,18.7,-999.9,-999.9,-999.9,-99.0,-999.9,1.89,Hydropower,SEAWEA_UNKNOWN,105.730276,21.557426,,
9851,Cam Son,Cam Son,Cam Son,SEAWEA_UNKNOWN,Vietnam,1973,Operational,41.5,230.0,-99.0,-99.0,9.58,249.75,-99.0,145.3,1.0,-999.9,-999.9,-999.9,-99.0,-999.9,4.5,Irrigation,SEAWEA_UNKNOWN,106.511998,21.543569,,
7654,Ke Go,Ke Go,Ke Go,SEAWEA_UNKNOWN,Vietnam,1988,Operational,-99.0,-99.0,-99.0,-99.0,19.16,-99.0,-99.0,255.48,18.6,-999.9,-999.9,-999.9,-99.0,-999.9,2.3,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,105.925798,18.19337,,
24,SEAWEA_UNKNOWN,Nong Pla Lai,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,Thailand,1993,Operational,24.0,-999.9,2.289,-999.9,-999.9,205.85,-999.9,164.0,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,Multiple purpose,SEAWEA_UNKNOWN,101.297011,12.934647,,
7718,SEAWEA_UNKNOWN,Ben May Dam,Song Muc,Storage,Vietnam,2008,Operational,40.0,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,200.0,-999.9,-999.9,-999.9,-999.9,16.0,-999.9,2.0,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,105.5416,19.6106,,
14726,SEAWEA_UNKNOWN,Bang Phra,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,Thailand,1974,Operational,24.0,1720.0,1.577,-999.9,15.8,117.0,110.0,-999.9,11.5,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,Multiple purpose,SEAWEA_UNKNOWN,100.9663889,13.20111111,,
7716,SEAWEA_UNKNOWN,Song Giang 2,Song Giang 2,Storage,Vietnam,2014,Operational,20.0,-999.9,-999.9,-999.9,0.18,-999.9,-999.9,1.0,-999.9,-999.9,-999.9,-999.9,407.6,-999.9,37.0,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,108.8374,12.3729,,
40294,Stung Tatay,Stung Tatai,Stung Tatai,SEAWEA_UNKNOWN,Cambodia,2014,Operational,-99.0,-99.0,-99.0,-99.0,16.0,-99.0,-99.0,439.0,-99.0,-999.9,-999.9,-999.9,188.0,-999.9,246.0,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,103.261686,11.634598,,
4114,Pergau,Pergau,Pergau,Storage,Malaysia,1997,Operational,75.0,-999.9,4.3,-999.9,4.3,62.5,-999.9,62.6,-999.9,-999.9,-999.9,-999.9,495.0,-999.9,600.0,Hydropower,SEAWEA_UNKNOWN,101.7031,5.625,,
289,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,Nam Chien 2 ,SEAWEA_UNKNOWN,Vietnam,2009,Operational,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,32.0,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,107.5028,21.5001,,
