id,reservoir_name,dam_name,station_name,station_type,country,commission_year,status,dam_height_m,dam_length_m,max_area_km2,min_area_km2,normal_area_km2,max_capacity_mcm,min_capacity_mcm,normal_capacity_mcm,average_depth_m,dam_crest_elevation_m,reservoir_normal_elevation_m,reservoir_minimum_elevation_m,water_head_m,design_flow_m3s,power_mw,main_use,second_use,longitude,latitude,dynamic_id,dup_group
31,Nam Lik 1,Nam Lik 1,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,Laos,2019,Operational,39.5,148.6,11.5,-999.9,11.5,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,22.3,-999.9,64.5,Hydropower,SEAWEA_UNKNOWN,102.387,18.618,,
52,Nam San 3A,Nam San 3A,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,Laos,2016,Operational,75.0,350.0,8.5,-999.9,8.5,123.0,-999.9,123.0,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,69.0,Hydropower,SEAWEA_UNKNOWN,103.662314,19.130329,,
53,Nam San 3B,Nam San 3B,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,Laos,2015,Operational,45.0,-999.9,-999.9,-999.9,0.7,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,45.0,Hydropower,SEAWEA_UNKNOWN,103.600029,19.016524,,
56,Nam Song Diversion,Nam Song Diversion,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,Laos,1996,Operational,21.0,209.0,1.3,-999.9,1030.0,-999.9,-999.9,14400.0,-999.9,-999.9,214.5,-999.9,-999.9,210.0,6.0,Hydropower,SEAWEA_UNKNOWN,102.427183,18.798712,,
77,Houay Lamphan Lower Dam,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,Laos,2021,Operational,55.0,523.0,-999.9,-999.9,39.0,-999.9,-999.9,471.0,-999.9,-999.9,198.0,-999.9,51.4,19.5,15.0,Hydropower,SEAWEA_UNKNOWN,106.629617,15.321542,,
85,Nam Emoun Dam,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,Laos,2024,Operational,27.6,87.25,-999.9,-999.9,0.18,-999.9,-999.9,0.94,-999.9,792.2,-999.9,780.0,397.0,37.0,129.0,Hydropower,SEAWEA_UNKNOWN,106.9694,15.5744,,
86,Nam Kong 1 Dam,Nam Kong 1,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,Laos,2021,Operational,85.3,379.1,21.8,-999.9,21.8,0.68,-999.9,505.0,-999.9,306.0,-999.9,287.0,190.0,-999.9,160.0,Hydropower,SEAWEA_UNKNOWN,106.741028,14.546556,,
109,Xe Set 1 Dam,Xeset (Se Xet) I Laos,SEAWEA_UNKNOWN,Run of River,Laos,1990,Operational,10.0,91.0,-999.9,-999.9,0.1,-999.9,-999.9,-999.9,-999.9,482.0,-999.9,478.0,157.0,-999.9,45.0,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,106.276975,15.50314,,
165,Xe Lanong 1 Dam,Xe Lanong 1,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,Laos,2020,Operational,67.5,-999.9,29.76574576,26.50645224,26.50645224,830.5867714,590.5651434,705.9987556899999,-999.9,206.0,-999.9,218.48094,-999.9,-999.9,70.0,Hydropower,SEAWEA_UNKNOWN,106.237564,16.355732,178.0,
79,Lidi,Lidi,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,China,2019,Operational,75.0,346.4,4.156325602,3.224447513,3.7,86.52704675,52.2156491,75.0,-999.9,-999.9,-999.9,1820.580995,-999.9,-999.9,420.0,Hydropower,SEAWEA_UNKNOWN,99.0176,27.85,79.0,
84,Luozhahe 2,Luozhahe 2,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,China,2017,Operational,71.0,-999.9,1.287439531,0.709465309,-999.9,17.59732874,6.844555552,14.957729429,-999.9,-999.9,-999.9,1012.538246,-999.9,-999.9,50.0,Hydropower,SEAWEA_UNKNOWN,100.3471,24.4811,84.0,
113,Nam Ou 1,Nam Ou 1,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,Laos,2020,Operational,65.0,442.0,11.8140693,7.961056716,9.56,138.0424717,63.92271077,89.1,-999.9,-999.9,-999.9,310.0491969,-999.9,-999.9,160.0,Hydropower,SEAWEA_UNKNOWN,102.3173,20.1542,113.0,
114,Nam Ou 2,Nam Ou 2,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,Laos,2016,Operational,49.0,352.0,13.01290188,10.1640668,11.060966597999998,114.5203262,78.97473419,97.34227727,-999.9,-999.9,-999.9,330.0021306,-999.9,-999.9,120.0,Hydropower,SEAWEA_UNKNOWN,102.454,20.3952,114.0,
115,Nam Ou 4,Nam Ou 4,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,Laos,2020,Operational,47.0,300.0,4.870108317,3.090930208,4.13959206945,75.9069497,30.38550818,64.520907245,-999.9,-999.9,-999.9,383.2960797,-999.9,-999.9,116.0,Hydropower,SEAWEA_UNKNOWN,102.4931,21.1226,115.0,
117,Nam Ou 6,Nam Ou 6,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,Laos,2015,Operational,88.0,-999.9,15.83033248,8.356942674,13.455782608,408.8572242,149.3455818,347.52864057,-999.9,-999.9,-999.9,498.236964,-999.9,-999.9,180.0,Hydropower,SEAWEA_UNKNOWN,102.1951,21.7745,117.0,
118,Nam Ou 7,Nam Ou 7,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,Laos,2021,Operational,147.0,825.0,32.96620643,5.646808713,28.0212754655,1286.653373,119.9456223,1093.65536705,-999.9,-999.9,-999.9,565.768116,-999.9,-999.9,190.0,Hydropower,SEAWEA_UNKNOWN,102.246,22.103,118.0,
174,Wunonglong,Wunonglong,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,China,2018,Operational,137.5,247.0,8.680754714,7.074329579,7.3786415069,376.8753068,243.9060061,284.0,-999.9,-999.9,-999.9,1904.803662,-999.9,-999.9,990.0,Hydropower,SEAWEA_UNKNOWN,98.907,27.986,174.0,
6402,SEAWEA_UNKNOWN,Kamping Puoy,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,Cambodia,1977,Operational,-999.9,1900.0,-999.9,-999.9,-999.9,110.0,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,Irrigation,SEAWEA_UNKNOWN,102.969136,13.084158,,
6581,Nanhe 1,Nanhe 1,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,China,2009,Operational,56.8,147.9,-999.9,-999.9,3.35,11.36,-999.9,11.4,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,40.0,Hydropower,SEAWEA_UNKNOWN,100.012183,24.342442,,
6594,Laoyinyan,Laoyinyan,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,China,1997,Operational,4.23,-999.9,-999.9,-999.9,-999.9,1092.0,-999.9,1092.0,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,16.0,Hydropower,SEAWEA_UNKNOWN,99.81754,24.469128,,
6656,Xi'er He 3,Xi'er He 3,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,China,1988,Operational,20.7,-999.9,-999.9,-999.9,0.1,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,50.0,Hydropower,SEAWEA_UNKNOWN,100.107878,25.558584,,
6657,Xi'er He 2,Xi'er He 2,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,China,1987,Operational,37.25,121.8,-999.9,-999.9,-999.9,0.2,-999.9,0.2,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,50.0,Hydropower,SEAWEA_UNKNOWN,100.131191,25.561991,,
6661,Xi'er He 4,Xi'er He 4,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,China,1971,Operational,-999.9,-999.9,-999.9,-999.9,-999.9,14.0,-999.9,14.0,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,50.0,Hydropower,SEAWEA_UNKNOWN,100.065574,25.576262,,
6662,Xi'er He 1,Xi'er He 1,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,China,1979,Operational,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,105.0,Hydropower,SEAWEA_UNKNOWN,100.202419,25.578801,,
6844,Dong'erhe,Dong’erhe,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,China,1959,Operational,26.43,-999.9,-999.9,-999.9,0.88,1070.0,-999.9,1070.0,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,Irrigation,SEAWEA_UNKNOWN,101.057641,23.075179,,
13536,Dak E Mule,Dak E Mule,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,Laos,2018,Operational,103.2,622.0,-999.9,-999.9,9.6,-999.9,-999.9,243.1,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,105.0,Hydropower,SEAWEA_UNKNOWN,107.071555,15.554859,,
13607,Nam Ou 3,Nam Ou 3,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,Laos,2020,Operational,72.0,340.0,13.26,-999.9,13.26,168.6,-999.9,168.6,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,150.0,Hydropower,SEAWEA_UNKNOWN,102.665404,20.695251,,
7124,Longma,Longma,Longma Dam,Storage,China,2007,Operational,135.0,315.0,12.64846846,7.713502486,11.73,498.7375296,225.3120625,423.92690016,50.4,-999.9,-999.9,611.3250478,-99.0,-999.9,240.0,Hydropower,SEAWEA_UNKNOWN,101.646371,22.875526,81.0,
7092,Dak R'Tih,Dak R'Tih,Dak R'Tih,Storage,Vietnam,2011,Operational,42.0,553.0,-999.9,-999.9,11.0,-999.9,-999.9,130.0,13.6,-999.9,-999.9,-999.9,-99.0,-999.9,144.0,Hydropower,SEAWEA_UNKNOWN,107.657068,11.935756,,
284,Krong No 2 (Thủy điện Krong No 2),SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,Vietnam,2017,Operational,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,30.0,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,108.342,12.24295,,
-999,Nam Gnuang (Hinboun-expansion),SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,Laos,-999,Operational,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,60.0,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,104.64351,18.25022,,
2,Stung Atay II,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,Cambodia,2013,Operational,110.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,18.4,-999.9,-999.9,-999.9,-999.9,-999.9,100.0,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,103.173727,12.022518,,
40305,Lower Stung Russei Chrum,Lower Russei Chrum,Lower Russei Chrum,Storage,Cambodia,2014,Operational,58.5,-99.0,-99.0,-99.0,1.067,-99.0,-99.0,62.0,15.5,-999.9,-999.9,-999.9,86.0,-999.9,132.0,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,103.081367,11.783482,,
999,SEAWEA_UNKNOWN,Upper Russei Chrum,Upper Russei Chrum,Storage,Cambodia,2014,Operational,124.0,-999.9,-999.9,-999.9,12.938,-999.9,-999.9,401.0,-999.9,-999.9,-999.9,-999.9,132.0,-999.9,206.0,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,103.1025,11.8233333,,
4,Myotha,Myotha,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,Myanmar,2001,Operational,-99.0,20.0,6.95,-99.0,-99.0,1128.0,-99.0,-99.0,15.5,-999.9,-999.9,-999.9,-999.9,-999.9,0.0,Irrigation,SEAWEA_UNKNOWN,95.719988,21.672792,,
329,Thaphanseik,Thaphanseik,Thaphanseik,Storage,Myanmar,2001,Operational,33.0,6885.0,423.1364267,237.7463595,332.88,4420.425734,1640.964145,3550.0,10.7,-999.9,-999.9,161.7544022,19.0,-999.9,30.0,Irrigation,SEAWEA_UNKNOWN,95.35625,23.307937,165.0,
1810,Kintat,Kintat,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,Myanmar,1997,Operational,15.0,1914.0,21.85,0.8,-99.0,350.0,47.237,350.0,28.7,-999.9,-999.9,-999.9,-999.9,-999.9,-99.0,Irrigation,SEAWEA_UNKNOWN,95.36875,23.219707,,
1823,Sedawgyi,Sedawgyi,Sedawgyi,Storage,Myanmar,1989,Operational,41.0,600.0,37.61641084,29.49989559,31.13,450.0,350.0,450.0,14.5,-999.9,-999.9,122.5221062,28.2,-999.9,25.0,Irrigation,SEAWEA_UNKNOWN,96.326042,22.349563,141.0,
1844,Kinda,Kinda,Kinda,Storage,Myanmar,1986,Operational,72.0,625.0,35.65855832,18.5472267,26.3,1080.0,970.0,1010.0,41.2,-999.9,-999.9,174.9771905,56.0,-999.9,56.0,Irrigation,SEAWEA_UNKNOWN,96.318745,21.156255,69.0,
5026,SEAWEA_UNKNOWN,Kabo Dam,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,Myanmar,1997,Operational,-99.0,-99.0,-99.0,-99.0,-99.0,216.8,-99.0,-99.0,17.7,-999.9,-999.9,-999.9,-999.9,-999.9,-99.0,Irrigation,SEAWEA_UNKNOWN,95.682927,22.623773,,
5063,Manchaung,Manchaung,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,Myanmar,1999,Operational,-99.0,-99.0,8.267505749,5.647776962,-99.0,126.2477638,45.45353003,107.31059923,24.1,-999.9,-999.9,180.3227474,-999.9,-999.9,-99.0,Irrigation,SEAWEA_UNKNOWN,94.422917,20.085417,91.0,
7078,Yeywa,Yeywa,Yeywa,Storage,Myanmar,2010,Operational,135.0,680.0,70.39909023,49.27320414,59.0,3197.94879,1839.187277,2600.0,48.0,-999.9,-999.9,175.3774608,105.0,-999.9,790.0,Hydropower,SEAWEA_UNKNOWN,96.474362,21.674504,184.0,
7121,Longjiang,Longjiang,Longjiang (Yunnan) Dam,Storage,China,2010,Operational,115.0,472.0,33.79786616,23.77733398,26.16,1078.892363,628.5483581,917.05850855,46.6,-999.9,-999.9,855.2449199,-99.0,-999.9,240.0,Hydropower,SEAWEA_UNKNOWN,98.109701,24.240634,80.0,
7159,Nongling,Nongling,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,China,2009,Operational,90.0,280.0,8.036155358,5.150807231,6.0,210.7653067,97.7428633,179.15051069499998,41.3,-999.9,-999.9,948.2294485,-99.0,-999.9,180.0,Hydropower,SEAWEA_UNKNOWN,98.345403,24.58774,128.0,
7226,Sujiahekou,Sujiahekou,Sujiahekou,Storage,China,2010,Operational,137.0,424.0,5.886054968,4.349421471,5.0,240.67373,155.4582143,226.0,50.5,-999.9,-999.9,1575.890477,321.0,-999.9,315.0,Hydropower,SEAWEA_UNKNOWN,98.197843,25.264561,157.0,
7631,Zawgyi-2,Zawgyi,Zawgyi (1),Storage,Myanmar,1998,Operational,44.0,777.0,43.5,-99.0,26.34,639.0,-99.0,242.0,19.0,-999.9,-999.9,-999.9,117.0,-999.9,18.0,Hydropower,SEAWEA_UNKNOWN,96.874461,21.56464,,
7648,Wegyi,Wegyi,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,Myanmar,1999,Operational,35.0,1271.0,50.59,-99.0,-99.0,310.97,-99.0,-99.0,18.7,-999.9,-999.9,-999.9,-999.9,-999.9,-99.0,Irrigation,SEAWEA_UNKNOWN,95.611458,18.623955,,
9569,SEAWEA_UNKNOWN,Hu Song He,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,China,1997,Operational,44.75,249.08,-99.0,-99.0,-99.0,99.3,-99.0,-99.0,17.1,-999.9,-999.9,-999.9,-999.9,-999.9,63.0,Hydropower,SEAWEA_UNKNOWN,97.693038,24.556852,,
9963,Taungnyo,Unknown 52,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,Myanmar,1996,Operational,-99.0,1036.0,34.8,-99.0,-99.0,258.99,-99.0,-99.0,17.6,-999.9,-999.9,-999.9,-999.9,-999.9,-99.0,Irrigation,SEAWEA_UNKNOWN,95.967706,20.452083,,
38752,SEAWEA_UNKNOWN,Mang li,Yunnan Mangli,Run of River,China,2009,Operational,58.0,-99.0,-99.0,-99.0,-99.0,49.77,-99.0,-99.0,15.5,-999.9,-999.9,-999.9,37.0,-999.9,36.0,Hydropower,SEAWEA_UNKNOWN,98.289089,24.315924,,
38761,SEAWEA_UNKNOWN,Teng Long Qiao 2,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,China,2010,Operational,53.0,175.0,3.09,-99.0,-99.0,45.9,-99.0,-99.0,16.5,-999.9,-999.9,-999.9,-999.9,-999.9,81.0,Hydropower,SEAWEA_UNKNOWN,98.664682,24.682363,,
38769,SEAWEA_UNKNOWN,Meng Jia He 3,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,China,2006,Operational,33.0,84.5,-99.0,-99.0,-99.0,0.8,-99.0,-99.0,13.7,-999.9,-999.9,-999.9,-999.9,-999.9,42.0,Hydropower,SEAWEA_UNKNOWN,97.820139,25.080925,,
38776,SEAWEA_UNKNOWN,San Cha He,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,China,2016,Operational,94.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,17.8,-999.9,-999.9,-999.9,-999.9,-999.9,72.0,Hydropower,SEAWEA_UNKNOWN,98.215617,25.432192,,
39392,Myitthar,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,Storage,Myanmar,2016,Operational,63.0,-99.0,-99.0,-99.0,12.2,325.0,-99.0,-99.0,18.5,-999.9,-999.9,-999.9,-999.9,-999.9,40.0,Multiple purpose,SEAWEA_UNKNOWN,94.040519,22.002116,,
38624,SEAWEA_UNKNOWN,Yunnan Baoshan Tenglongqiao Stage 2 Plant,Yunnan Baoshan Tenglongqiao Stage 2 Plant,Run of River,China,2010,Operational,32.0,180.5,-99.0,-99.0,3.09,613.0,-99.0,-99.0,-99.0,-999.9,-999.9,-999.9,32.0,-999.9,81.0,Hydropower,SEAWEA_UNKNOWN,98.626855,24.638523,,
38669,Shweli-1,Shweli (1),Shweli (1),Storage,Myanmar,2008,Operational,47.0,162.0,1.3,-99.0,1.1,24.0,-99.0,24.11,-99.0,-999.9,-999.9,-999.9,330.0,-999.9,600.0,Hydropower,SEAWEA_UNKNOWN,97.506439,23.698187,,
38671,Dapein 1 (Dapeyin / Tarpain),Tarpein I,Tarpein-1,Storage,Myanmar,2011,Operational,46.0,211.0,0.35,-99.0,0.4,22.0,-99.0,-99.0,-99.0,-999.9,-999.9,-999.9,-99.0,-999.9,240.0,Hydropower,SEAWEA_UNKNOWN,97.525566,24.421393,,
38672,SEAWEA_UNKNOWN,Yunnan Dayingjiang 2nd Tier,Yunnan Dayingjiang 2nd Tier,Run of River,China,2004,Operational,28.5,150.0,-99.0,-99.0,0.019,1.53,-99.0,0.1751,-99.0,-999.9,-999.9,-999.9,38.0,-999.9,70.0,Hydropower,SEAWEA_UNKNOWN,97.711081,24.465365,,
38673,SEAWEA_UNKNOWN,Da Ying Jiang 2,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,China,2007,Operational,35.0,106.5,-99.0,-99.0,-99.0,0.17,-99.0,-99.0,-99.0,-999.9,-999.9,-999.9,-999.9,-999.9,70.0,Hydropower,SEAWEA_UNKNOWN,97.721187,24.473531,,
39372,Myogyi,Myogyi,SEAWEA_UNKNOWN,Storage,Myanmar,2016,Operational,79.0,751.0,12.90300785,8.63788035,9.7,392.392578,159.4035166,-99.0,-99.0,-999.9,-999.9,185.965732,-999.9,-999.9,30.0,Multiple purpose,SEAWEA_UNKNOWN,96.382,21.460118,98.0,
2454,SEAWEA_UNKNOWN,Yunnan Baoshan Songshanhekou,Yunnan Baoshan Songshanhekou,Run of River,China,2011,Operational,40.0,-999.9,-999.9,-999.9,0.06,-999.9,-999.9,0.5447,-999.9,-999.9,-999.9,-999.9,167.5,-999.9,168.0,Hydropower,SEAWEA_UNKNOWN,98.1889,25.2072,,
2462,SEAWEA_UNKNOWN,Na Bang,Yunnan Dehong Yingjiang Nabang,Run of River,China,2012,Operational,46.5,172.28,-999.9,-999.9,0.04,0.49,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,623.5,-999.9,180.0,Hydropower,SEAWEA_UNKNOWN,97.5828,24.7133,,
2521,SEAWEA_UNKNOWN,Yingjiang Zhina River I & II,Yunnan Yingjiang Zhina River 2nd Level Phase 1 And Phase 2,Run of River,China,2007,Operational,-99.0,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-99.0,-999.9,36.0,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,98.0897,25.2803,,
4221,Mone Chaung,Mone Dam,Mone,Run of River,Myanmar,2004,Operational,61.0,1978.0,45.03604507,33.15565193,41.5,949.5044961,545.5423517,832.0,-999.9,-999.9,-999.9,149.184661,-99.0,-999.9,75.0,Multiple purpose,SEAWEA_UNKNOWN,94.26027778,20.47805556,16.0,
6630,SEAWEA_UNKNOWN,Meng Dian He 3,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,China,2007,Operational,-999.9,-999.9,-999.9,-999.9,-999.9,0.0244,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,32.0,Hydropower,SEAWEA_UNKNOWN,97.726727,25.031803,,
6633,SEAWEA_UNKNOWN,Meng Jia He 4,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,China,2006,Operational,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,40.0,Hydropower,SEAWEA_UNKNOWN,97.807922,25.083064,,
6636,SEAWEA_UNKNOWN,Meng Jia He 2,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,China,2008,Operational,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,30.0,Hydropower,SEAWEA_UNKNOWN,97.858021,25.093312,,
6637,SEAWEA_UNKNOWN,Mu Long He 3,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,China,2009,Operational,-999.9,-999.9,-999.9,-999.9,-999.9,0.033,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,30.0,Hydropower,SEAWEA_UNKNOWN,97.829834,25.108987,,
13763,SEAWEA_UNKNOWN,Tarpein II,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,Myanmar,2023,Operational,59.0,238.0,-999.9,-999.9,-999.9,55.0,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,140.0,Hydropower,SEAWEA_UNKNOWN,97.44385,24.368759,,
13772,Chipwi Nge,Chibwe Nge,SEAWEA_UNKNOWN,Run of River,Myanmar,2013,Operational,47.5,220.0,0.07,-999.9,0.1,0.3,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,99.0,Hydropower,SEAWEA_UNKNOWN,98.228865,25.763272,,
13794,Kanyin,Kanyin,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,Myanmar,2012,Operational,59.0,1143.0,7.93,-999.9,-999.9,183.619,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,Irrigation,SEAWEA_UNKNOWN,95.072583,17.991848,,
13799,SEAWEA_UNKNOWN,Kun Chaung,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,Myanmar,2002,Operational,46.0,402.316367,28.73,-999.9,-999.9,293.1,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,Irrigation,SEAWEA_UNKNOWN,95.036879,18.363555,,
2236,SEAWEA_UNKNOWN,Tenglongqiao II Plant,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,China,2010,Operational,58.0,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-99.0,-999.9,81.0,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,98.69,24.78,,
4229,Yenwe,Yenwe Dam,Ye?Ûªnew,Run of River,Myanmar,2007,Operational,77.0,-999.9,90.80870351,58.76248099,77.1873979835,1600.468678,786.2286198,1360.3983763,-999.9,-999.9,-999.9,101.2114098,-99.0,-999.9,25.0,Multiple purpose,SEAWEA_UNKNOWN,96.44555556,18.08666667,43.0,
5,Mobye,Mobye,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,Myanmar,1971,Operational,26.0,2439.0,189.7758505,121.3489959,161.309472925,811.4356081,480.0744771,689.720266885,4.4,-999.9,-999.9,879.6976355,-999.9,-999.9,0.0,Irrigation,SEAWEA_UNKNOWN,97.092219,19.786887,94.0,
4969,Qiezishan,Qiezishan Reservoir,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,China,1999,Operational,32.0,237.0,5.1193971,2.769740204,3.0,101.209429,28.48706085,86.02801465,39.6,-999.9,-999.9,1797.997402,-99.0,-999.9,16.0,Hydropower,SEAWEA_UNKNOWN,98.809509,24.506716,137.0,
10039,Ngwedaung,Ngwedaung,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,Myanmar,1965,Operational,18.0,-99.0,-99.0,-99.0,-99.0,826.852,-99.0,-99.0,16.5,-999.9,-999.9,-999.9,-999.9,-999.9,-99.0,Irrigation,SEAWEA_UNKNOWN,97.16221,19.554443,,
36981,SEAWEA_UNKNOWN,Chalong Dam,Chalong Dam,SEAWEA_UNKNOWN,China,1997,Operational,34.0,192.0,-99.0,-99.0,-99.0,138.0,-99.0,138.0,-99.0,-999.9,-999.9,-999.9,-99.0,-999.9,10.8,Hydropower,SEAWEA_UNKNOWN,92.332134,31.453272,,
39231,Keng Tawng,Kengtawng,SEAWEA_UNKNOWN,Storage,Myanmar,2009,Operational,6.0,65.0,-99.0,-99.0,0.1,61.0,-99.0,-99.0,-99.0,-999.9,-999.9,-999.9,-999.9,-999.9,54.0,Hydropower,SEAWEA_UNKNOWN,98.29721,20.598173,,
39287,Baluchaung-2,Baluchaung 3,Baluchaung BHP (2),Canal,Myanmar,1974,Operational,33.0,50.0,0.0,-99.0,0.0,0.0,-99.0,-99.0,-99.0,-999.9,-999.9,-999.9,423.0624,-999.9,168.0,Hydropower,SEAWEA_UNKNOWN,97.359196,19.556411,,
1648,SEAWEA_UNKNOWN,Baoshan Supahe Chaoyang,Baoshan Supahe Chaoyang,Run of River,China,2004,Operational,16.0,-999.9,-999.9,-999.9,0.0436,-999.9,-999.9,0.0589,-999.9,-999.9,-999.9,-999.9,235.0,-999.9,40.0,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,98.7592,24.4244,,
2481,SEAWEA_UNKNOWN,Yunnan Lincang Nanpeng River Dayakou,Yunnan Lincang Nanpeng River Dayakou,Storage,China,2011,Operational,92.0,-999.9,-999.9,-999.9,6.14,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,97.0,-999.9,102.0,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,98.9388,23.6484,,
