SEAWEA_ID,id,reservoir_name,dam_name,station_name,station_type,country,commission_year,status,dam_height_m,dam_length_m,max_area_km2,min_area_km2,normal_area_km2,max_capacity_mcm,min_capacity_mcm,normal_capacity_mcm,average_depth_m,dam_crest_elevation_m,reservoir_normal_elevation_m,reservoir_minimum_elevation_m,water_head_m,design_flow_m3s,power_mw,main_use,second_use,longitude,latitude,dynamic_id,id_SOURCE,id_SOURCE_ID,id_SOURCE_MODIFIED,id_SOURCE_MODIFIED_REASON,reservoir_name_SOURCE,reservoir_name_SOURCE_ID,reservoir_name_SOURCE_MODIFIED,reservoir_name_SOURCE_MODIFIED_REASON,dam_name_SOURCE,dam_name_SOURCE_ID,dam_name_SOURCE_MODIFIED,dam_name_SOURCE_MODIFIED_REASON,station_name_SOURCE,station_name_SOURCE_ID,station_name_SOURCE_MODIFIED,station_name_SOURCE_MODIFIED_REASON,station_type_SOURCE,station_type_SOURCE_ID,station_type_SOURCE_MODIFIED,station_type_SOURCE_MODIFIED_REASON,country_SOURCE,country_SOURCE_ID,country_SOURCE_MODIFIED,country_SOURCE_MODIFIED_REASON,commission_year_SOURCE,commission_year_SOURCE_ID,commission_year_SOURCE_MODIFIED,commission_year_SOURCE_MODIFIED_REASON,status_SOURCE,status_SOURCE_ID,status_SOURCE_MODIFIED,status_SOURCE_MODIFIED_REASON,dam_height_m_SOURCE,dam_height_m_SOURCE_ID,dam_height_m_SOURCE_MODIFIED,dam_height_m_SOURCE_MODIFIED_REASON,dam_length_m_SOURCE,dam_length_m_SOURCE_ID,dam_length_m_SOURCE_MODIFIED,dam_length_m_SOURCE_MODIFIED_REASON,max_area_km2_SOURCE,max_area_km2_SOURCE_ID,max_area_km2_SOURCE_MODIFIED,max_area_km2_SOURCE_MODIFIED_REASON,min_area_km2_SOURCE,min_area_km2_SOURCE_ID,min_area_km2_SOURCE_MODIFIED,min_area_km2_SOURCE_MODIFIED_REASON,normal_area_km2_SOURCE,normal_area_km2_SOURCE_ID,normal_area_km2_SOURCE_MODIFIED,normal_area_km2_SOURCE_MODIFIED_REASON,max_capacity_mcm_SOURCE,max_capacity_mcm_SOURCE_ID,max_capacity_mcm_SOURCE_MODIFIED,max_capacity_mcm_SOURCE_MODIFIED_REASON,min_capacity_mcm_SOURCE,min_capacity_mcm_SOURCE_ID,min_capacity_mcm_SOURCE_MODIFIED,min_capacity_mcm_SOURCE_MODIFIED_REASON,normal_capacity_mcm_SOURCE,normal_capacity_mcm_SOURCE_ID,normal_capacity_mcm_SOURCE_MODIFIED,normal_capacity_mcm_SOURCE_MODIFIED_REASON,average_depth_m_SOURCE,average_depth_m_SOURCE_ID,average_depth_m_SOURCE_MODIFIED,average_depth_m_SOURCE_MODIFIED_REASON,dam_crest_elevation_m_SOURCE,dam_crest_elevation_m_SOURCE_ID,dam_crest_elevation_m_SOURCE_MODIFIED,dam_crest_elevation_m_SOURCE_MODIFIED_REASON,reservoir_normal_elevation_m_SOURCE,reservoir_normal_elevation_m_SOURCE_ID,reservoir_normal_elevation_m_SOURCE_MODIFIED,reservoir_normal_elevation_m_SOURCE_MODIFIED_REASON,reservoir_minimum_elevation_m_SOURCE,reservoir_minimum_elevation_m_SOURCE_ID,reservoir_minimum_elevation_m_SOURCE_MODIFIED,reservoir_minimum_elevation_m_SOURCE_MODIFIED_REASON,water_head_m_SOURCE,water_head_m_SOURCE_ID,water_head_m_SOURCE_MODIFIED,water_head_m_SOURCE_MODIFIED_REASON,design_flow_m3s_SOURCE,design_flow_m3s_SOURCE_ID,design_flow_m3s_SOURCE_MODIFIED,design_flow_m3s_SOURCE_MODIFIED_REASON,power_mw_SOURCE,power_mw_SOURCE_ID,power_mw_SOURCE_MODIFIED,power_mw_SOURCE_MODIFIED_REASON,main_use_SOURCE,main_use_SOURCE_ID,main_use_SOURCE_MODIFIED,main_use_SOURCE_MODIFIED_REASON,second_use_SOURCE,second_use_SOURCE_ID,second_use_SOURCE_MODIFIED,second_use_SOURCE_MODIFIED_REASON,longitude_SOURCE,longitude_SOURCE_ID,latitude_SOURCE,latitude_SOURCE_ID,dynamic_id_SOURCE,dynamic_id_SOURCE_ID,dup_group
1310,403,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,Vietnam,1985,Operational,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,Irrigation,SEAWEA_UNKNOWN,108.0051,12.5041,,MKD24,403,False,,MKD24,403,True,SEAWEA_NORMALIZE_TYPE,MKD24,403,True,SEAWEA_NORMALIZE_TYPE,MKD24,403,True,SEAWEA_NORMALIZE_TYPE,MKD24,403,True,SEAWEA_NORMALIZE_TYPE,MKD24,403,,,MKD24,403,False,,MKD24,403,,,MKD24,403,True,SEAWEA_NORMALIZE_TYPE,MKD24,403,True,SEAWEA_NORMALIZE_TYPE,MKD24,403,True,SEAWEA_NORMALIZE_TYPE,MKD24,403,True,SEAWEA_NORMALIZE_TYPE,MKD24,403,True,SEAWEA_NORMALIZE_TYPE,MKD24,403,True,SEAWEA_NORMALIZE_TYPE,MKD24,403,True,SEAWEA_NORMALIZE_TYPE,MKD24,403,True,SEAWEA_NORMALIZE_TYPE,MKD24,403,True,SEAWEA_NORMALIZE_TYPE,MKD24,403,True,SEAWEA_NORMALIZE_TYPE,MKD24,403,True,SEAWEA_NORMALIZE_TYPE,MKD24,403,True,SEAWEA_NORMALIZE_TYPE,MKD24,403,True,SEAWEA_NORMALIZE_TYPE,MKD24,403,True,SEAWEA_NORMALIZE_TYPE,MKD24,403,True,SEAWEA_NORMALIZE_TYPE,MKD24,403,False,,MKD24,403,True,SEAWEA_NORMALIZE_TYPE,MKD24,403,MKD24,403,MKD24,403,
1311,404,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,Vietnam,1985,Operational,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,Irrigation,Water supply,107.971,12.514,,MKD24,404,False,,MKD24,404,True,SEAWEA_NORMALIZE_TYPE,MKD24,404,True,SEAWEA_NORMALIZE_TYPE,MKD24,404,True,SEAWEA_NORMALIZE_TYPE,MKD24,404,True,SEAWEA_NORMALIZE_TYPE,MKD24,404,,,MKD24,404,False,,MKD24,404,,,MKD24,404,True,SEAWEA_NORMALIZE_TYPE,MKD24,404,True,SEAWEA_NORMALIZE_TYPE,MKD24,404,True,SEAWEA_NORMALIZE_TYPE,MKD24,404,True,SEAWEA_NORMALIZE_TYPE,MKD24,404,True,SEAWEA_NORMALIZE_TYPE,MKD24,404,True,SEAWEA_NORMALIZE_TYPE,MKD24,404,True,SEAWEA_NORMALIZE_TYPE,MKD24,404,True,SEAWEA_NORMALIZE_TYPE,MKD24,404,True,SEAWEA_NORMALIZE_TYPE,MKD24,404,True,SEAWEA_NORMALIZE_TYPE,MKD24,404,True,SEAWEA_NORMALIZE_TYPE,MKD24,404,True,SEAWEA_NORMALIZE_TYPE,MKD24,404,True,SEAWEA_NORMALIZE_TYPE,MKD24,404,True,SEAWEA_NORMALIZE_TYPE,MKD24,404,True,SEAWEA_NORMALIZE_TYPE,MKD24,404,False,,MKD24,404,False,,MKD24,404,MKD24,404,MKD24,404,
1312,405,Quynh Ngoc,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,Vietnam,2011,Operational,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,Irrigation,Water supply,107.9921,12.5185,,MKD24,405,False,,MKD24,405,False,,MKD24,405,True,SEAWEA_NORMALIZE_TYPE,MKD24,405,True,SEAWEA_NORMALIZE_TYPE,MKD24,405,True,SEAWEA_NORMALIZE_TYPE,MKD24,405,,,MKD24,405,False,,MKD24,405,,,MKD24,405,True,SEAWEA_NORMALIZE_TYPE,MKD24,405,True,SEAWEA_NORMALIZE_TYPE,MKD24,405,True,SEAWEA_NORMALIZE_TYPE,MKD24,405,True,SEAWEA_NORMALIZE_TYPE,MKD24,405,True,SEAWEA_NORMALIZE_TYPE,MKD24,405,True,SEAWEA_NORMALIZE_TYPE,MKD24,405,True,SEAWEA_NORMALIZE_TYPE,MKD24,405,True,SEAWEA_NORMALIZE_TYPE,MKD24,405,True,SEAWEA_NORMALIZE_TYPE,MKD24,405,True,SEAWEA_NORMALIZE_TYPE,MKD24,405,True,SEAWEA_NORMALIZE_TYPE,MKD24,405,True,SEAWEA_NORMALIZE_TYPE,MKD24,405,True,SEAWEA_NORMALIZE_TYPE,MKD24,405,True,SEAWEA_NORMALIZE_TYPE,MKD24,405,True,SEAWEA_NORMALIZE_TYPE,MKD24,405,False,,MKD24,405,False,,MKD24,405,MKD24,405,MKD24,405,
1313,406,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,Vietnam,2011,Operational,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,Irrigation,Water supply,107.9769,12.5304,,MKD24,406,False,,MKD24,406,True,SEAWEA_NORMALIZE_TYPE,MKD24,406,True,SEAWEA_NORMALIZE_TYPE,MKD24,406,True,SEAWEA_NORMALIZE_TYPE,MKD24,406,True,SEAWEA_NORMALIZE_TYPE,MKD24,406,,,MKD24,406,False,,MKD24,406,,,MKD24,406,True,SEAWEA_NORMALIZE_TYPE,MKD24,406,True,SEAWEA_NORMALIZE_TYPE,MKD24,406,True,SEAWEA_NORMALIZE_TYPE,MKD24,406,True,SEAWEA_NORMALIZE_TYPE,MKD24,406,True,SEAWEA_NORMALIZE_TYPE,MKD24,406,True,SEAWEA_NORMALIZE_TYPE,MKD24,406,True,SEAWEA_NORMALIZE_TYPE,MKD24,406,True,SEAWEA_NORMALIZE_TYPE,MKD24,406,True,SEAWEA_NORMALIZE_TYPE,MKD24,406,True,SEAWEA_NORMALIZE_TYPE,MKD24,406,True,SEAWEA_NORMALIZE_TYPE,MKD24,406,True,SEAWEA_NORMALIZE_TYPE,MKD24,406,True,SEAWEA_NORMALIZE_TYPE,MKD24,406,True,SEAWEA_NORMALIZE_TYPE,MKD24,406,True,SEAWEA_NORMALIZE_TYPE,MKD24,406,False,,MKD24,406,False,,MKD24,406,MKD24,406,MKD24,406,
1314,408,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,Vietnam,2011,Operational,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,Irrigation,SEAWEA_UNKNOWN,107.959,12.5348,,MKD24,408,False,,MKD24,408,True,SEAWEA_NORMALIZE_TYPE,MKD24,408,True,SEAWEA_NORMALIZE_TYPE,MKD24,408,True,SEAWEA_NORMALIZE_TYPE,MKD24,408,True,SEAWEA_NORMALIZE_TYPE,MKD24,408,,,MKD24,408,False,,MKD24,408,,,MKD24,408,True,SEAWEA_NORMALIZE_TYPE,MKD24,408,True,SEAWEA_NORMALIZE_TYPE,MKD24,408,True,SEAWEA_NORMALIZE_TYPE,MKD24,408,True,SEAWEA_NORMALIZE_TYPE,MKD24,408,True,SEAWEA_NORMALIZE_TYPE,MKD24,408,True,SEAWEA_NORMALIZE_TYPE,MKD24,408,True,SEAWEA_NORMALIZE_TYPE,MKD24,408,True,SEAWEA_NORMALIZE_TYPE,MKD24,408,True,SEAWEA_NORMALIZE_TYPE,MKD24,408,True,SEAWEA_NORMALIZE_TYPE,MKD24,408,True,SEAWEA_NORMALIZE_TYPE,MKD24,408,True,SEAWEA_NORMALIZE_TYPE,MKD24,408,True,SEAWEA_NORMALIZE_TYPE,MKD24,408,True,SEAWEA_NORMALIZE_TYPE,MKD24,408,True,SEAWEA_NORMALIZE_TYPE,MKD24,408,False,,MKD24,408,True,SEAWEA_NORMALIZE_TYPE,MKD24,408,MKD24,408,MKD24,408,
1315,411,Dap Ho Ea Buor Buon Kla,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,Vietnam,2010,Operational,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,Irrigation,Water supply,107.9755,12.5529,,MKD24,411,False,,MKD24,411,False,,MKD24,411,True,SEAWEA_NORMALIZE_TYPE,MKD24,411,True,SEAWEA_NORMALIZE_TYPE,MKD24,411,True,SEAWEA_NORMALIZE_TYPE,MKD24,411,,,MKD24,411,False,,MKD24,411,,,MKD24,411,True,SEAWEA_NORMALIZE_TYPE,MKD24,411,True,SEAWEA_NORMALIZE_TYPE,MKD24,411,True,SEAWEA_NORMALIZE_TYPE,MKD24,411,True,SEAWEA_NORMALIZE_TYPE,MKD24,411,True,SEAWEA_NORMALIZE_TYPE,MKD24,411,True,SEAWEA_NORMALIZE_TYPE,MKD24,411,True,SEAWEA_NORMALIZE_TYPE,MKD24,411,True,SEAWEA_NORMALIZE_TYPE,MKD24,411,True,SEAWEA_NORMALIZE_TYPE,MKD24,411,True,SEAWEA_NORMALIZE_TYPE,MKD24,411,True,SEAWEA_NORMALIZE_TYPE,MKD24,411,True,SEAWEA_NORMALIZE_TYPE,MKD24,411,True,SEAWEA_NORMALIZE_TYPE,MKD24,411,True,SEAWEA_NORMALIZE_TYPE,MKD24,411,True,SEAWEA_NORMALIZE_TYPE,MKD24,411,False,,MKD24,413,False,,MKD24,411,MKD24,411,MKD24,411,
1316,412,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,Vietnam,2009,Operational,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,Irrigation,SEAWEA_UNKNOWN,107.9932,12.559,,MKD24,412,False,,MKD24,412,True,SEAWEA_NORMALIZE_TYPE,MKD24,412,True,SEAWEA_NORMALIZE_TYPE,MKD24,412,True,SEAWEA_NORMALIZE_TYPE,MKD24,412,True,SEAWEA_NORMALIZE_TYPE,MKD24,412,,,MKD24,412,False,,MKD24,412,,,MKD24,412,True,SEAWEA_NORMALIZE_TYPE,MKD24,412,True,SEAWEA_NORMALIZE_TYPE,MKD24,412,True,SEAWEA_NORMALIZE_TYPE,MKD24,412,True,SEAWEA_NORMALIZE_TYPE,MKD24,412,True,SEAWEA_NORMALIZE_TYPE,MKD24,412,True,SEAWEA_NORMALIZE_TYPE,MKD24,412,True,SEAWEA_NORMALIZE_TYPE,MKD24,412,True,SEAWEA_NORMALIZE_TYPE,MKD24,412,True,SEAWEA_NORMALIZE_TYPE,MKD24,412,True,SEAWEA_NORMALIZE_TYPE,MKD24,412,True,SEAWEA_NORMALIZE_TYPE,MKD24,412,True,SEAWEA_NORMALIZE_TYPE,MKD24,412,True,SEAWEA_NORMALIZE_TYPE,MKD24,412,True,SEAWEA_NORMALIZE_TYPE,MKD24,412,True,SEAWEA_NORMALIZE_TYPE,MKD24,412,False,,MKD24,412,True,SEAWEA_NORMALIZE_TYPE,MKD24,412,MKD24,412,MKD24,412,
1317,417,Chur Pu,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,Vietnam,2011,Operational,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,Irrigation,SEAWEA_UNKNOWN,107.8797,12.6399,,MKD24,417,False,,MKD24,417,False,,MKD24,417,True,SEAWEA_NORMALIZE_TYPE,MKD24,417,True,SEAWEA_NORMALIZE_TYPE,MKD24,417,True,SEAWEA_NORMALIZE_TYPE,MKD24,417,,,MKD24,417,False,,MKD24,417,,,MKD24,417,True,SEAWEA_NORMALIZE_TYPE,MKD24,417,True,SEAWEA_NORMALIZE_TYPE,MKD24,417,True,SEAWEA_NORMALIZE_TYPE,MKD24,417,True,SEAWEA_NORMALIZE_TYPE,MKD24,417,True,SEAWEA_NORMALIZE_TYPE,MKD24,417,True,SEAWEA_NORMALIZE_TYPE,MKD24,417,True,SEAWEA_NORMALIZE_TYPE,MKD24,417,True,SEAWEA_NORMALIZE_TYPE,MKD24,417,True,SEAWEA_NORMALIZE_TYPE,MKD24,417,True,SEAWEA_NORMALIZE_TYPE,MKD24,417,True,SEAWEA_NORMALIZE_TYPE,MKD24,417,True,SEAWEA_NORMALIZE_TYPE,MKD24,417,True,SEAWEA_NORMALIZE_TYPE,MKD24,417,True,SEAWEA_NORMALIZE_TYPE,MKD24,417,True,SEAWEA_NORMALIZE_TYPE,MKD24,417,False,,MKD24,417,True,SEAWEA_NORMALIZE_TYPE,MKD24,417,MKD24,417,MKD24,417,
1318,418,Ong Ngai,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,Vietnam,1985,Operational,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,Irrigation,SEAWEA_UNKNOWN,107.9792,12.6535,,MKD24,418,False,,MKD24,418,False,,MKD24,418,True,SEAWEA_NORMALIZE_TYPE,MKD24,418,True,SEAWEA_NORMALIZE_TYPE,MKD24,418,True,SEAWEA_NORMALIZE_TYPE,MKD24,418,,,MKD24,418,False,,MKD24,418,,,MKD24,418,True,SEAWEA_NORMALIZE_TYPE,MKD24,418,True,SEAWEA_NORMALIZE_TYPE,MKD24,418,True,SEAWEA_NORMALIZE_TYPE,MKD24,418,True,SEAWEA_NORMALIZE_TYPE,MKD24,418,True,SEAWEA_NORMALIZE_TYPE,MKD24,418,True,SEAWEA_NORMALIZE_TYPE,MKD24,418,True,SEAWEA_NORMALIZE_TYPE,MKD24,418,True,SEAWEA_NORMALIZE_TYPE,MKD24,418,True,SEAWEA_NORMALIZE_TYPE,MKD24,418,True,SEAWEA_NORMALIZE_TYPE,MKD24,418,True,SEAWEA_NORMALIZE_TYPE,MKD24,418,True,SEAWEA_NORMALIZE_TYPE,MKD24,418,True,SEAWEA_NORMALIZE_TYPE,MKD24,418,True,SEAWEA_NORMALIZE_TYPE,MKD24,418,True,SEAWEA_NORMALIZE_TYPE,MKD24,418,False,,MKD24,418,True,SEAWEA_NORMALIZE_TYPE,MKD24,418,MKD24,418,MKD24,418,
1319,419,Cu Dlue,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,Vietnam,1985,Operational,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,Irrigation,SEAWEA_UNKNOWN,107.9982,12.6561,,MKD24,419,False,,MKD24,419,False,,MKD24,419,True,SEAWEA_NORMALIZE_TYPE,MKD24,419,True,SEAWEA_NORMALIZE_TYPE,MKD24,419,True,SEAWEA_NORMALIZE_TYPE,MKD24,419,,,MKD24,419,False,,MKD24,419,,,MKD24,419,True,SEAWEA_NORMALIZE_TYPE,MKD24,419,True,SEAWEA_NORMALIZE_TYPE,MKD24,419,True,SEAWEA_NORMALIZE_TYPE,MKD24,419,True,SEAWEA_NORMALIZE_TYPE,MKD24,419,True,SEAWEA_NORMALIZE_TYPE,MKD24,419,True,SEAWEA_NORMALIZE_TYPE,MKD24,419,True,SEAWEA_NORMALIZE_TYPE,MKD24,419,True,SEAWEA_NORMALIZE_TYPE,MKD24,419,True,SEAWEA_NORMALIZE_TYPE,MKD24,419,True,SEAWEA_NORMALIZE_TYPE,MKD24,419,True,SEAWEA_NORMALIZE_TYPE,MKD24,419,True,SEAWEA_NORMALIZE_TYPE,MKD24,419,True,SEAWEA_NORMALIZE_TYPE,MKD24,419,True,SEAWEA_NORMALIZE_TYPE,MKD24,419,True,SEAWEA_NORMALIZE_TYPE,MKD24,419,False,,MKD24,419,True,SEAWEA_NORMALIZE_TYPE,MKD24,419,MKD24,419,MKD24,419,
1320,420,Ea Cuor Kap,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,Vietnam,2009,Operational,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,Hydropower,Irrigation,108.138,12.6622,,MKD24,420,False,,MKD24,420,False,,MKD24,420,True,SEAWEA_NORMALIZE_TYPE,MKD24,420,True,SEAWEA_NORMALIZE_TYPE,MKD24,420,True,SEAWEA_NORMALIZE_TYPE,MKD24,420,,,MKD24,420,False,,MKD24,420,,,MKD24,420,True,SEAWEA_NORMALIZE_TYPE,MKD24,420,True,SEAWEA_NORMALIZE_TYPE,MKD24,420,True,SEAWEA_NORMALIZE_TYPE,MKD24,420,True,SEAWEA_NORMALIZE_TYPE,MKD24,420,True,SEAWEA_NORMALIZE_TYPE,MKD24,420,True,SEAWEA_NORMALIZE_TYPE,MKD24,420,True,SEAWEA_NORMALIZE_TYPE,MKD24,420,True,SEAWEA_NORMALIZE_TYPE,MKD24,420,True,SEAWEA_NORMALIZE_TYPE,MKD24,420,True,SEAWEA_NORMALIZE_TYPE,MKD24,420,True,SEAWEA_NORMALIZE_TYPE,MKD24,420,True,SEAWEA_NORMALIZE_TYPE,MKD24,420,True,SEAWEA_NORMALIZE_TYPE,MKD24,420,True,SEAWEA_NORMALIZE_TYPE,MKD24,420,True,SEAWEA_NORMALIZE_TYPE,MKD24,420,False,,MKD24,420,False,,MKD24,420,MKD24,420,MKD24,420,
1321,431,M'He Ay,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,Vietnam,1985,Operational,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,Irrigation,SEAWEA_UNKNOWN,107.8672,14.1732,,MKD24,431,False,,MKD24,431,False,,MKD24,431,True,SEAWEA_NORMALIZE_TYPE,MKD24,431,True,SEAWEA_NORMALIZE_TYPE,MKD24,431,True,SEAWEA_NORMALIZE_TYPE,MKD24,431,,,MKD24,431,False,,MKD24,431,,,MKD24,431,True,SEAWEA_NORMALIZE_TYPE,MKD24,431,True,SEAWEA_NORMALIZE_TYPE,MKD24,431,True,SEAWEA_NORMALIZE_TYPE,MKD24,431,True,SEAWEA_NORMALIZE_TYPE,MKD24,431,True,SEAWEA_NORMALIZE_TYPE,MKD24,431,True,SEAWEA_NORMALIZE_TYPE,MKD24,431,True,SEAWEA_NORMALIZE_TYPE,MKD24,431,True,SEAWEA_NORMALIZE_TYPE,MKD24,431,True,SEAWEA_NORMALIZE_TYPE,MKD24,431,True,SEAWEA_NORMALIZE_TYPE,MKD24,431,True,SEAWEA_NORMALIZE_TYPE,MKD24,431,True,SEAWEA_NORMALIZE_TYPE,MKD24,431,True,SEAWEA_NORMALIZE_TYPE,MKD24,431,True,SEAWEA_NORMALIZE_TYPE,MKD24,431,True,SEAWEA_NORMALIZE_TYPE,MKD24,431,False,,MKD24,431,True,SEAWEA_NORMALIZE_TYPE,MKD24,431,MKD24,431,MKD24,431,
1322,432,Tap The Thon Binh Minh,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,Vietnam,1985,Operational,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,Irrigation,Water supply,107.9126,14.4369,,MKD24,432,False,,MKD24,432,False,,MKD24,432,True,SEAWEA_NORMALIZE_TYPE,MKD24,432,True,SEAWEA_NORMALIZE_TYPE,MKD24,432,True,SEAWEA_NORMALIZE_TYPE,MKD24,432,,,MKD24,432,False,,MKD24,432,,,MKD24,432,True,SEAWEA_NORMALIZE_TYPE,MKD24,432,True,SEAWEA_NORMALIZE_TYPE,MKD24,432,True,SEAWEA_NORMALIZE_TYPE,MKD24,432,True,SEAWEA_NORMALIZE_TYPE,MKD24,432,True,SEAWEA_NORMALIZE_TYPE,MKD24,432,True,SEAWEA_NORMALIZE_TYPE,MKD24,432,True,SEAWEA_NORMALIZE_TYPE,MKD24,432,True,SEAWEA_NORMALIZE_TYPE,MKD24,432,True,SEAWEA_NORMALIZE_TYPE,MKD24,432,True,SEAWEA_NORMALIZE_TYPE,MKD24,432,True,SEAWEA_NORMALIZE_TYPE,MKD24,432,True,SEAWEA_NORMALIZE_TYPE,MKD24,432,True,SEAWEA_NORMALIZE_TYPE,MKD24,432,True,SEAWEA_NORMALIZE_TYPE,MKD24,432,True,SEAWEA_NORMALIZE_TYPE,MKD24,432,False,,MKD24,432,False,,MKD24,432,MKD24,432,MKD24,432,
1323,433,Dap Ha Mon,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,Vietnam,2010,Operational,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,Irrigation,SEAWEA_UNKNOWN,107.9044,14.4572,,MKD24,433,False,,MKD24,433,False,,MKD24,433,True,SEAWEA_NORMALIZE_TYPE,MKD24,433,True,SEAWEA_NORMALIZE_TYPE,MKD24,433,True,SEAWEA_NORMALIZE_TYPE,MKD24,433,,,MKD24,433,False,,MKD24,433,,,MKD24,433,True,SEAWEA_NORMALIZE_TYPE,MKD24,433,True,SEAWEA_NORMALIZE_TYPE,MKD24,433,True,SEAWEA_NORMALIZE_TYPE,MKD24,433,True,SEAWEA_NORMALIZE_TYPE,MKD24,433,True,SEAWEA_NORMALIZE_TYPE,MKD24,433,True,SEAWEA_NORMALIZE_TYPE,MKD24,433,True,SEAWEA_NORMALIZE_TYPE,MKD24,433,True,SEAWEA_NORMALIZE_TYPE,MKD24,433,True,SEAWEA_NORMALIZE_TYPE,MKD24,433,True,SEAWEA_NORMALIZE_TYPE,MKD24,433,True,SEAWEA_NORMALIZE_TYPE,MKD24,433,True,SEAWEA_NORMALIZE_TYPE,MKD24,433,True,SEAWEA_NORMALIZE_TYPE,MKD24,433,True,SEAWEA_NORMALIZE_TYPE,MKD24,433,True,SEAWEA_NORMALIZE_TYPE,MKD24,433,False,,MKD24,433,True,SEAWEA_NORMALIZE_TYPE,MKD24,433,MKD24,433,MKD24,433,
