SEAWEA_ID,id,reservoir_name,dam_name,station_name,station_type,country,commission_year,status,dam_height_m,dam_length_m,max_area_km2,min_area_km2,normal_area_km2,max_capacity_mcm,min_capacity_mcm,normal_capacity_mcm,average_depth_m,dam_crest_elevation_m,reservoir_normal_elevation_m,reservoir_minimum_elevation_m,water_head_m,design_flow_m3s,power_mw,main_use,second_use,longitude,latitude,dynamic_id,id_SOURCE,id_SOURCE_ID,id_SOURCE_MODIFIED,id_SOURCE_MODIFIED_REASON,reservoir_name_SOURCE,reservoir_name_SOURCE_ID,reservoir_name_SOURCE_MODIFIED,reservoir_name_SOURCE_MODIFIED_REASON,dam_name_SOURCE,dam_name_SOURCE_ID,dam_name_SOURCE_MODIFIED,dam_name_SOURCE_MODIFIED_REASON,station_name_SOURCE,station_name_SOURCE_ID,station_name_SOURCE_MODIFIED,station_name_SOURCE_MODIFIED_REASON,station_type_SOURCE,station_type_SOURCE_ID,station_type_SOURCE_MODIFIED,station_type_SOURCE_MODIFIED_REASON,country_SOURCE,country_SOURCE_ID,country_SOURCE_MODIFIED,country_SOURCE_MODIFIED_REASON,commission_year_SOURCE,commission_year_SOURCE_ID,commission_year_SOURCE_MODIFIED,commission_year_SOURCE_MODIFIED_REASON,status_SOURCE,status_SOURCE_ID,status_SOURCE_MODIFIED,status_SOURCE_MODIFIED_REASON,dam_height_m_SOURCE,dam_height_m_SOURCE_ID,dam_height_m_SOURCE_MODIFIED,dam_height_m_SOURCE_MODIFIED_REASON,dam_length_m_SOURCE,dam_length_m_SOURCE_ID,dam_length_m_SOURCE_MODIFIED,dam_length_m_SOURCE_MODIFIED_REASON,max_area_km2_SOURCE,max_area_km2_SOURCE_ID,max_area_km2_SOURCE_MODIFIED,max_area_km2_SOURCE_MODIFIED_REASON,min_area_km2_SOURCE,min_area_km2_SOURCE_ID,min_area_km2_SOURCE_MODIFIED,min_area_km2_SOURCE_MODIFIED_REASON,normal_area_km2_SOURCE,normal_area_km2_SOURCE_ID,normal_area_km2_SOURCE_MODIFIED,normal_area_km2_SOURCE_MODIFIED_REASON,max_capacity_mcm_SOURCE,max_capacity_mcm_SOURCE_ID,max_capacity_mcm_SOURCE_MODIFIED,max_capacity_mcm_SOURCE_MODIFIED_REASON,min_capacity_mcm_SOURCE,min_capacity_mcm_SOURCE_ID,min_capacity_mcm_SOURCE_MODIFIED,min_capacity_mcm_SOURCE_MODIFIED_REASON,normal_capacity_mcm_SOURCE,normal_capacity_mcm_SOURCE_ID,normal_capacity_mcm_SOURCE_MODIFIED,normal_capacity_mcm_SOURCE_MODIFIED_REASON,average_depth_m_SOURCE,average_depth_m_SOURCE_ID,average_depth_m_SOURCE_MODIFIED,average_depth_m_SOURCE_MODIFIED_REASON,dam_crest_elevation_m_SOURCE,dam_crest_elevation_m_SOURCE_ID,dam_crest_elevation_m_SOURCE_MODIFIED,dam_crest_elevation_m_SOURCE_MODIFIED_REASON,reservoir_normal_elevation_m_SOURCE,reservoir_normal_elevation_m_SOURCE_ID,reservoir_normal_elevation_m_SOURCE_MODIFIED,reservoir_normal_elevation_m_SOURCE_MODIFIED_REASON,reservoir_minimum_elevation_m_SOURCE,reservoir_minimum_elevation_m_SOURCE_ID,reservoir_minimum_elevation_m_SOURCE_MODIFIED,reservoir_minimum_elevation_m_SOURCE_MODIFIED_REASON,water_head_m_SOURCE,water_head_m_SOURCE_ID,water_head_m_SOURCE_MODIFIED,water_head_m_SOURCE_MODIFIED_REASON,design_flow_m3s_SOURCE,design_flow_m3s_SOURCE_ID,design_flow_m3s_SOURCE_MODIFIED,design_flow_m3s_SOURCE_MODIFIED_REASON,power_mw_SOURCE,power_mw_SOURCE_ID,power_mw_SOURCE_MODIFIED,power_mw_SOURCE_MODIFIED_REASON,main_use_SOURCE,main_use_SOURCE_ID,main_use_SOURCE_MODIFIED,main_use_SOURCE_MODIFIED_REASON,second_use_SOURCE,second_use_SOURCE_ID,second_use_SOURCE_MODIFIED,second_use_SOURCE_MODIFIED_REASON,longitude_SOURCE,longitude_SOURCE_ID,latitude_SOURCE,latitude_SOURCE_ID,dynamic_id_SOURCE,dynamic_id_SOURCE_ID,dup_group
678,632,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,Thailand,-999,SEAWEA_UNKNOWN,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,0.11,0.68,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,104.209694,14.643702,,Thaidam0125,632,False,,Thaidam0125,632,True,SEAWEA_NORMALIZE_TYPE,Thaidam0125,632,True,SEAWEA_NORMALIZE_TYPE,Thaidam0125,632,True,SEAWEA_NORMALIZE_TYPE,Thaidam0125,632,True,SEAWEA_NORMALIZE_TYPE,Thaidam0125,632,True,Country boundary judgement,Thaidam0125,632,True,SEAWEA_NORMALIZE_TYPE,Thaidam0125,632,True,SEAWEA_NORMALIZE_TYPE,Thaidam0125,632,True,SEAWEA_NORMALIZE_TYPE,Thaidam0125,632,True,SEAWEA_NORMALIZE_TYPE,Thaidam0125,632,True,SEAWEA_NORMALIZE_TYPE,Thaidam0125,632,True,SEAWEA_NORMALIZE_TYPE,Thaidam0125,632,True,SEAWEA_NORMALIZE_TYPE,Thaidam0125,632,True,SEAWEA_NORMALIZE_TYPE,Thaidam0125,632,False,,Thaidam0125,632,False,,Thaidam0125,632,True,SEAWEA_NORMALIZE_TYPE,Thaidam0125,632,True,SEAWEA_NORMALIZE_TYPE,Thaidam0125,632,True,SEAWEA_NORMALIZE_TYPE,Thaidam0125,632,True,SEAWEA_NORMALIZE_TYPE,Thaidam0125,632,True,SEAWEA_NORMALIZE_TYPE,Thaidam0125,632,True,SEAWEA_NORMALIZE_TYPE,Thaidam0125,632,True,SEAWEA_NORMALIZE_TYPE,Thaidam0125,632,True,SEAWEA_NORMALIZE_TYPE,Thaidam0125,632,True,SEAWEA_NORMALIZE_TYPE,Thaidam0125,632,Thaidam0125,632,Thaidam0125,632,
679,58958,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,Thailand,-999,SEAWEA_UNKNOWN,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,20.23,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,101.795152,16.421611,,Thaidam0125,58958,False,,Thaidam0125,58958,True,SEAWEA_NORMALIZE_TYPE,Thaidam0125,58958,True,SEAWEA_NORMALIZE_TYPE,Thaidam0125,58958,True,SEAWEA_NORMALIZE_TYPE,Thaidam0125,58958,True,SEAWEA_NORMALIZE_TYPE,Thaidam0125,58958,True,Country boundary judgement,Thaidam0125,58958,True,SEAWEA_NORMALIZE_TYPE,Thaidam0125,58958,True,SEAWEA_NORMALIZE_TYPE,Thaidam0125,58958,True,SEAWEA_NORMALIZE_TYPE,Thaidam0125,58958,True,SEAWEA_NORMALIZE_TYPE,Thaidam0125,58958,True,SEAWEA_NORMALIZE_TYPE,Thaidam0125,58958,True,SEAWEA_NORMALIZE_TYPE,Thaidam0125,58958,True,SEAWEA_NORMALIZE_TYPE,Thaidam0125,58958,True,SEAWEA_NORMALIZE_TYPE,Thaidam0125,58958,True,SEAWEA_NORMALIZE_TYPE,Thaidam0125,58958,False,,Thaidam0125,58958,True,SEAWEA_NORMALIZE_TYPE,Thaidam0125,58958,True,SEAWEA_NORMALIZE_TYPE,Thaidam0125,58958,True,SEAWEA_NORMALIZE_TYPE,Thaidam0125,58958,True,SEAWEA_NORMALIZE_TYPE,Thaidam0125,58958,True,SEAWEA_NORMALIZE_TYPE,Thaidam0125,58958,True,SEAWEA_NORMALIZE_TYPE,Thaidam0125,58958,True,SEAWEA_NORMALIZE_TYPE,Thaidam0125,58958,True,SEAWEA_NORMALIZE_TYPE,Thaidam0125,58958,True,SEAWEA_NORMALIZE_TYPE,Thaidam0125,58958,Thaidam0125,58958,Thaidam0125,58958,
680,58788,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,Thailand,-999,SEAWEA_UNKNOWN,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,0.0,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,104.451599,16.494699,,Thaidam0125,58788,False,,Thaidam0125,58788,True,SEAWEA_NORMALIZE_TYPE,Thaidam0125,58788,True,SEAWEA_NORMALIZE_TYPE,Thaidam0125,58788,True,SEAWEA_NORMALIZE_TYPE,Thaidam0125,58788,True,SEAWEA_NORMALIZE_TYPE,Thaidam0125,58788,True,Country boundary judgement,Thaidam0125,58788,True,SEAWEA_NORMALIZE_TYPE,Thaidam0125,58788,True,SEAWEA_NORMALIZE_TYPE,Thaidam0125,58788,True,SEAWEA_NORMALIZE_TYPE,Thaidam0125,58788,True,SEAWEA_NORMALIZE_TYPE,Thaidam0125,58788,True,SEAWEA_NORMALIZE_TYPE,Thaidam0125,58788,True,SEAWEA_NORMALIZE_TYPE,Thaidam0125,58788,True,SEAWEA_NORMALIZE_TYPE,Thaidam0125,58788,True,SEAWEA_NORMALIZE_TYPE,Thaidam0125,58788,True,SEAWEA_NORMALIZE_TYPE,Thaidam0125,58788,False,,Thaidam0125,58788,True,SEAWEA_NORMALIZE_TYPE,Thaidam0125,58788,True,SEAWEA_NORMALIZE_TYPE,Thaidam0125,58788,True,SEAWEA_NORMALIZE_TYPE,Thaidam0125,58788,True,SEAWEA_NORMALIZE_TYPE,Thaidam0125,58788,True,SEAWEA_NORMALIZE_TYPE,Thaidam0125,58788,True,SEAWEA_NORMALIZE_TYPE,Thaidam0125,58788,True,SEAWEA_NORMALIZE_TYPE,Thaidam0125,58788,True,SEAWEA_NORMALIZE_TYPE,Thaidam0125,58788,True,SEAWEA_NORMALIZE_TYPE,Thaidam0125,58788,Thaidam0125,58788,Thaidam0125,58788,
681,172,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,Thailand,-999,SEAWEA_UNKNOWN,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,0.019,0.189,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,102.900269,17.582052,,Thaidam0125,172,False,,Thaidam0125,172,True,SEAWEA_NORMALIZE_TYPE,Thaidam0125,172,True,SEAWEA_NORMALIZE_TYPE,Thaidam0125,172,True,SEAWEA_NORMALIZE_TYPE,Thaidam0125,172,True,SEAWEA_NORMALIZE_TYPE,Thaidam0125,172,True,Country boundary judgement,Thaidam0125,172,True,SEAWEA_NORMALIZE_TYPE,Thaidam0125,172,True,SEAWEA_NORMALIZE_TYPE,Thaidam0125,172,True,SEAWEA_NORMALIZE_TYPE,Thaidam0125,172,True,SEAWEA_NORMALIZE_TYPE,Thaidam0125,172,True,SEAWEA_NORMALIZE_TYPE,Thaidam0125,172,True,SEAWEA_NORMALIZE_TYPE,Thaidam0125,172,True,SEAWEA_NORMALIZE_TYPE,Thaidam0125,172,True,SEAWEA_NORMALIZE_TYPE,Thaidam0125,172,False,,Thaidam0125,172,False,,Thaidam0125,172,True,SEAWEA_NORMALIZE_TYPE,Thaidam0125,172,True,SEAWEA_NORMALIZE_TYPE,Thaidam0125,172,True,SEAWEA_NORMALIZE_TYPE,Thaidam0125,172,True,SEAWEA_NORMALIZE_TYPE,Thaidam0125,172,True,SEAWEA_NORMALIZE_TYPE,Thaidam0125,172,True,SEAWEA_NORMALIZE_TYPE,Thaidam0125,172,True,SEAWEA_NORMALIZE_TYPE,Thaidam0125,172,True,SEAWEA_NORMALIZE_TYPE,Thaidam0125,172,True,SEAWEA_NORMALIZE_TYPE,Thaidam0125,172,Thaidam0125,172,Thaidam0125,172,
682,392,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,Thailand,-999,SEAWEA_UNKNOWN,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,0.11,0.671,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,102.39286,15.470431,,Thaidam0125,392,False,,Thaidam0125,392,True,SEAWEA_NORMALIZE_TYPE,Thaidam0125,392,True,SEAWEA_NORMALIZE_TYPE,Thaidam0125,392,True,SEAWEA_NORMALIZE_TYPE,Thaidam0125,392,True,SEAWEA_NORMALIZE_TYPE,Thaidam0125,392,True,Country boundary judgement,Thaidam0125,392,True,SEAWEA_NORMALIZE_TYPE,Thaidam0125,392,True,SEAWEA_NORMALIZE_TYPE,Thaidam0125,392,True,SEAWEA_NORMALIZE_TYPE,Thaidam0125,392,True,SEAWEA_NORMALIZE_TYPE,Thaidam0125,392,True,SEAWEA_NORMALIZE_TYPE,Thaidam0125,392,True,SEAWEA_NORMALIZE_TYPE,Thaidam0125,392,True,SEAWEA_NORMALIZE_TYPE,Thaidam0125,392,True,SEAWEA_NORMALIZE_TYPE,Thaidam0125,392,False,,Thaidam0125,392,False,,Thaidam0125,392,True,SEAWEA_NORMALIZE_TYPE,Thaidam0125,392,True,SEAWEA_NORMALIZE_TYPE,Thaidam0125,392,True,SEAWEA_NORMALIZE_TYPE,Thaidam0125,392,True,SEAWEA_NORMALIZE_TYPE,Thaidam0125,392,True,SEAWEA_NORMALIZE_TYPE,Thaidam0125,392,True,SEAWEA_NORMALIZE_TYPE,Thaidam0125,392,True,SEAWEA_NORMALIZE_TYPE,Thaidam0125,392,True,SEAWEA_NORMALIZE_TYPE,Thaidam0125,392,True,SEAWEA_NORMALIZE_TYPE,Thaidam0125,392,Thaidam0125,392,Thaidam0125,392,
683,470,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,Thailand,-999,SEAWEA_UNKNOWN,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,0.11,0.483,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,102.121033,15.7603,,Thaidam0125,470,False,,Thaidam0125,470,True,SEAWEA_NORMALIZE_TYPE,Thaidam0125,470,True,SEAWEA_NORMALIZE_TYPE,Thaidam0125,470,True,SEAWEA_NORMALIZE_TYPE,Thaidam0125,470,True,SEAWEA_NORMALIZE_TYPE,Thaidam0125,470,True,Country boundary judgement,Thaidam0125,470,True,SEAWEA_NORMALIZE_TYPE,Thaidam0125,470,True,SEAWEA_NORMALIZE_TYPE,Thaidam0125,470,True,SEAWEA_NORMALIZE_TYPE,Thaidam0125,470,True,SEAWEA_NORMALIZE_TYPE,Thaidam0125,470,True,SEAWEA_NORMALIZE_TYPE,Thaidam0125,470,True,SEAWEA_NORMALIZE_TYPE,Thaidam0125,470,True,SEAWEA_NORMALIZE_TYPE,Thaidam0125,470,True,SEAWEA_NORMALIZE_TYPE,Thaidam0125,470,False,,Thaidam0125,470,False,,Thaidam0125,470,True,SEAWEA_NORMALIZE_TYPE,Thaidam0125,470,True,SEAWEA_NORMALIZE_TYPE,Thaidam0125,470,True,SEAWEA_NORMALIZE_TYPE,Thaidam0125,470,True,SEAWEA_NORMALIZE_TYPE,Thaidam0125,470,True,SEAWEA_NORMALIZE_TYPE,Thaidam0125,470,True,SEAWEA_NORMALIZE_TYPE,Thaidam0125,470,True,SEAWEA_NORMALIZE_TYPE,Thaidam0125,470,True,SEAWEA_NORMALIZE_TYPE,Thaidam0125,470,True,SEAWEA_NORMALIZE_TYPE,Thaidam0125,470,Thaidam0125,470,Thaidam0125,470,
684,509,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,Thailand,-999,SEAWEA_UNKNOWN,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,0.12,0.426,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,104.614838,15.775043,,Thaidam0125,509,False,,Thaidam0125,509,True,SEAWEA_NORMALIZE_TYPE,Thaidam0125,509,True,SEAWEA_NORMALIZE_TYPE,Thaidam0125,509,True,SEAWEA_NORMALIZE_TYPE,Thaidam0125,509,True,SEAWEA_NORMALIZE_TYPE,Thaidam0125,509,True,Country boundary judgement,Thaidam0125,509,True,SEAWEA_NORMALIZE_TYPE,Thaidam0125,509,True,SEAWEA_NORMALIZE_TYPE,Thaidam0125,509,True,SEAWEA_NORMALIZE_TYPE,Thaidam0125,509,True,SEAWEA_NORMALIZE_TYPE,Thaidam0125,509,True,SEAWEA_NORMALIZE_TYPE,Thaidam0125,509,True,SEAWEA_NORMALIZE_TYPE,Thaidam0125,509,True,SEAWEA_NORMALIZE_TYPE,Thaidam0125,509,True,SEAWEA_NORMALIZE_TYPE,Thaidam0125,509,False,,Thaidam0125,509,False,,Thaidam0125,509,True,SEAWEA_NORMALIZE_TYPE,Thaidam0125,509,True,SEAWEA_NORMALIZE_TYPE,Thaidam0125,509,True,SEAWEA_NORMALIZE_TYPE,Thaidam0125,509,True,SEAWEA_NORMALIZE_TYPE,Thaidam0125,509,True,SEAWEA_NORMALIZE_TYPE,Thaidam0125,509,True,SEAWEA_NORMALIZE_TYPE,Thaidam0125,509,True,SEAWEA_NORMALIZE_TYPE,Thaidam0125,509,True,SEAWEA_NORMALIZE_TYPE,Thaidam0125,509,True,SEAWEA_NORMALIZE_TYPE,Thaidam0125,509,Thaidam0125,509,Thaidam0125,509,
685,58847,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,Thailand,-999,SEAWEA_UNKNOWN,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,0.0,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,103.285919,14.71774,,Thaidam0125,58847,False,,Thaidam0125,58847,True,SEAWEA_NORMALIZE_TYPE,Thaidam0125,58847,True,SEAWEA_NORMALIZE_TYPE,Thaidam0125,58847,True,SEAWEA_NORMALIZE_TYPE,Thaidam0125,58847,True,SEAWEA_NORMALIZE_TYPE,Thaidam0125,58847,True,Country boundary judgement,Thaidam0125,58847,True,SEAWEA_NORMALIZE_TYPE,Thaidam0125,58847,True,SEAWEA_NORMALIZE_TYPE,Thaidam0125,58847,True,SEAWEA_NORMALIZE_TYPE,Thaidam0125,58847,True,SEAWEA_NORMALIZE_TYPE,Thaidam0125,58847,True,SEAWEA_NORMALIZE_TYPE,Thaidam0125,58847,True,SEAWEA_NORMALIZE_TYPE,Thaidam0125,58847,True,SEAWEA_NORMALIZE_TYPE,Thaidam0125,58847,True,SEAWEA_NORMALIZE_TYPE,Thaidam0125,58847,True,SEAWEA_NORMALIZE_TYPE,Thaidam0125,58847,False,,Thaidam0125,58847,True,SEAWEA_NORMALIZE_TYPE,Thaidam0125,58847,True,SEAWEA_NORMALIZE_TYPE,Thaidam0125,58847,True,SEAWEA_NORMALIZE_TYPE,Thaidam0125,58847,True,SEAWEA_NORMALIZE_TYPE,Thaidam0125,58847,True,SEAWEA_NORMALIZE_TYPE,Thaidam0125,58847,True,SEAWEA_NORMALIZE_TYPE,Thaidam0125,58847,True,SEAWEA_NORMALIZE_TYPE,Thaidam0125,58847,True,SEAWEA_NORMALIZE_TYPE,Thaidam0125,58847,True,SEAWEA_NORMALIZE_TYPE,Thaidam0125,58847,Thaidam0125,58847,Thaidam0125,58847,
686,58824,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,Thailand,-999,SEAWEA_UNKNOWN,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,0.01,0.43,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,102.883324,16.86129,,Thaidam0125,58824,False,,Thaidam0125,58824,True,SEAWEA_NORMALIZE_TYPE,Thaidam0125,58824,True,SEAWEA_NORMALIZE_TYPE,Thaidam0125,58824,True,SEAWEA_NORMALIZE_TYPE,Thaidam0125,58824,True,SEAWEA_NORMALIZE_TYPE,Thaidam0125,58824,True,Country boundary judgement,Thaidam0125,58824,True,SEAWEA_NORMALIZE_TYPE,Thaidam0125,58824,True,SEAWEA_NORMALIZE_TYPE,Thaidam0125,58824,True,SEAWEA_NORMALIZE_TYPE,Thaidam0125,58824,True,SEAWEA_NORMALIZE_TYPE,Thaidam0125,58824,True,SEAWEA_NORMALIZE_TYPE,Thaidam0125,58824,True,SEAWEA_NORMALIZE_TYPE,Thaidam0125,58824,True,SEAWEA_NORMALIZE_TYPE,Thaidam0125,58824,True,SEAWEA_NORMALIZE_TYPE,Thaidam0125,58824,False,,Thaidam0125,58824,False,,Thaidam0125,58824,True,SEAWEA_NORMALIZE_TYPE,Thaidam0125,58824,True,SEAWEA_NORMALIZE_TYPE,Thaidam0125,58824,True,SEAWEA_NORMALIZE_TYPE,Thaidam0125,58824,True,SEAWEA_NORMALIZE_TYPE,Thaidam0125,58824,True,SEAWEA_NORMALIZE_TYPE,Thaidam0125,58824,True,SEAWEA_NORMALIZE_TYPE,Thaidam0125,58824,True,SEAWEA_NORMALIZE_TYPE,Thaidam0125,58824,True,SEAWEA_NORMALIZE_TYPE,Thaidam0125,58824,True,SEAWEA_NORMALIZE_TYPE,Thaidam0125,58824,Thaidam0125,58824,Thaidam0125,58824,
687,428,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,Thailand,-999,SEAWEA_UNKNOWN,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,0.0,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,103.96167,16.694239,,Thaidam0125,428,False,,Thaidam0125,428,True,SEAWEA_NORMALIZE_TYPE,Thaidam0125,428,True,SEAWEA_NORMALIZE_TYPE,Thaidam0125,428,True,SEAWEA_NORMALIZE_TYPE,Thaidam0125,428,True,SEAWEA_NORMALIZE_TYPE,Thaidam0125,428,True,Country boundary judgement,Thaidam0125,428,True,SEAWEA_NORMALIZE_TYPE,Thaidam0125,428,True,SEAWEA_NORMALIZE_TYPE,Thaidam0125,428,True,SEAWEA_NORMALIZE_TYPE,Thaidam0125,428,True,SEAWEA_NORMALIZE_TYPE,Thaidam0125,428,True,SEAWEA_NORMALIZE_TYPE,Thaidam0125,428,True,SEAWEA_NORMALIZE_TYPE,Thaidam0125,428,True,SEAWEA_NORMALIZE_TYPE,Thaidam0125,428,True,SEAWEA_NORMALIZE_TYPE,Thaidam0125,428,True,SEAWEA_NORMALIZE_TYPE,Thaidam0125,428,False,,Thaidam0125,428,True,SEAWEA_NORMALIZE_TYPE,Thaidam0125,428,True,SEAWEA_NORMALIZE_TYPE,Thaidam0125,428,True,SEAWEA_NORMALIZE_TYPE,Thaidam0125,428,True,SEAWEA_NORMALIZE_TYPE,Thaidam0125,428,True,SEAWEA_NORMALIZE_TYPE,Thaidam0125,428,True,SEAWEA_NORMALIZE_TYPE,Thaidam0125,428,True,SEAWEA_NORMALIZE_TYPE,Thaidam0125,428,True,SEAWEA_NORMALIZE_TYPE,Thaidam0125,428,True,SEAWEA_NORMALIZE_TYPE,Thaidam0125,428,Thaidam0125,428,Thaidam0125,428,
688,58772,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,Thailand,-999,SEAWEA_UNKNOWN,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,0.03,0.594,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,103.812675,15.208917,,Thaidam0125,58772,False,,Thaidam0125,58772,True,SEAWEA_NORMALIZE_TYPE,Thaidam0125,58772,True,SEAWEA_NORMALIZE_TYPE,Thaidam0125,58772,True,SEAWEA_NORMALIZE_TYPE,Thaidam0125,58772,True,SEAWEA_NORMALIZE_TYPE,Thaidam0125,58772,True,Country boundary judgement,Thaidam0125,58772,True,SEAWEA_NORMALIZE_TYPE,Thaidam0125,58772,True,SEAWEA_NORMALIZE_TYPE,Thaidam0125,58772,True,SEAWEA_NORMALIZE_TYPE,Thaidam0125,58772,True,SEAWEA_NORMALIZE_TYPE,Thaidam0125,58772,True,SEAWEA_NORMALIZE_TYPE,Thaidam0125,58772,True,SEAWEA_NORMALIZE_TYPE,Thaidam0125,58772,True,SEAWEA_NORMALIZE_TYPE,Thaidam0125,58772,True,SEAWEA_NORMALIZE_TYPE,Thaidam0125,58772,False,,Thaidam0125,58772,False,,Thaidam0125,58772,True,SEAWEA_NORMALIZE_TYPE,Thaidam0125,58772,True,SEAWEA_NORMALIZE_TYPE,Thaidam0125,58772,True,SEAWEA_NORMALIZE_TYPE,Thaidam0125,58772,True,SEAWEA_NORMALIZE_TYPE,Thaidam0125,58772,True,SEAWEA_NORMALIZE_TYPE,Thaidam0125,58772,True,SEAWEA_NORMALIZE_TYPE,Thaidam0125,58772,True,SEAWEA_NORMALIZE_TYPE,Thaidam0125,58772,True,SEAWEA_NORMALIZE_TYPE,Thaidam0125,58772,True,SEAWEA_NORMALIZE_TYPE,Thaidam0125,58772,Thaidam0125,58772,Thaidam0125,58772,
689,389,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,Thailand,-999,SEAWEA_UNKNOWN,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,0.0,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,104.526993,17.127476,,Thaidam0125,389,False,,Thaidam0125,389,True,SEAWEA_NORMALIZE_TYPE,Thaidam0125,389,True,SEAWEA_NORMALIZE_TYPE,Thaidam0125,389,True,SEAWEA_NORMALIZE_TYPE,Thaidam0125,389,True,SEAWEA_NORMALIZE_TYPE,Thaidam0125,389,True,Country boundary judgement,Thaidam0125,389,True,SEAWEA_NORMALIZE_TYPE,Thaidam0125,389,True,SEAWEA_NORMALIZE_TYPE,Thaidam0125,389,True,SEAWEA_NORMALIZE_TYPE,Thaidam0125,389,True,SEAWEA_NORMALIZE_TYPE,Thaidam0125,389,True,SEAWEA_NORMALIZE_TYPE,Thaidam0125,389,True,SEAWEA_NORMALIZE_TYPE,Thaidam0125,389,True,SEAWEA_NORMALIZE_TYPE,Thaidam0125,389,True,SEAWEA_NORMALIZE_TYPE,Thaidam0125,389,True,SEAWEA_NORMALIZE_TYPE,Thaidam0125,389,False,,Thaidam0125,389,True,SEAWEA_NORMALIZE_TYPE,Thaidam0125,389,True,SEAWEA_NORMALIZE_TYPE,Thaidam0125,389,True,SEAWEA_NORMALIZE_TYPE,Thaidam0125,389,True,SEAWEA_NORMALIZE_TYPE,Thaidam0125,389,True,SEAWEA_NORMALIZE_TYPE,Thaidam0125,389,True,SEAWEA_NORMALIZE_TYPE,Thaidam0125,389,True,SEAWEA_NORMALIZE_TYPE,Thaidam0125,389,True,SEAWEA_NORMALIZE_TYPE,Thaidam0125,389,True,SEAWEA_NORMALIZE_TYPE,Thaidam0125,389,Thaidam0125,389,Thaidam0125,389,
